method,samples,minimum_lambda2,minimum_connectivity_safety_margin,negative_connectivity_safety_samples,minimum_exact_global_matrix_margin,negative_exact_margin_samples,minimum_local_matrix_margin,infeasible_local_solve_samples,mean_subspace_sine_error,maximum_subspace_sine_error,maximum_unsafe_overestimation,maximum_aligned_row_error,maximum_procrustes_factor_disagreement,maximum_prenormalized_row_norm,minimum_local_gram_eigenvalue,minimum_exact_cross_singular_value,maximum_laplacian_eigenvalue,maximum_consensus_contraction,maximum_offline_total_spectral_error_bound,minimum_fiedler_gap,minimum_active_edges,maximum_active_edges,total_edge_appearances,total_edge_disappearances,final_active_edges,consensus_rounds,warmup_steps,diffusion_step,allocation_inner_iterations,beta_total
estimated-subspace-empirical,240,0.20602291727431474,0.01102291727431473,0,0.002932787029071257,0,-1.9256643979815143e-11,0,0.05613568906945285,0.08017231228445314,0.0008750671546630118,0.046119962829534,9.534743333747096e-05,0.4607058411243849,0.2686442520011903,0.9968325157081046,1.4997275216062778,0.9793974028913786,2.523173929349882,0.001051722173560088,6,15,2,11,6,80,80,0.5,10,0.003
