method,rank,seed,step,x_half_width_m,y_half_height_m,horizontal_weight,vertical_weight,lambda2_true,lambda3_true,fiedler_gap,lambda2_estimate_mean,lambda2_estimate_min,lambda2_estimate_max,positive_estimation_error,subspace_sine_error,active_edge_count,consensus_step,consensus_contraction,component_1,component_2,component_3,component_4
ours-r1-ablation,1,1,22,12.4135454576426,10.5864545423574,0.05170838708952974,0.1490817236232271,0.10341677417905952,0.2981634472464543,0.1947466730673948,0.1272980032014393,0.12729079052742948,0.12730521587544913,0.023881229022379782,0.3517677543711159,4,0.16666666666666666,0.9827638709701567,-0.29184016979316724,0.6433207980814243,0.2919823901644031,-0.6434388012951435
ours-r1-ablation,1,1,23,12.433580426497201,10.566419573502799,0.05077113278183476,0.1500703358731267,0.10154226556366946,0.3001406717462535,0.198598406182584,0.12418521002747729,0.12417977504153166,0.12419064501342295,0.022642944463807824,0.3391344985584068,4,0.16666666666666666,0.9830762890727217,-0.30050794812296877,0.639381073550804,0.3006157224393268,-0.6394706863436878
ours-r1-ablation,1,1,24,12.451056516295154,10.548943483704846,0.04995928778657567,0.15092777541465277,0.0999185755731514,0.3018555508293055,0.2019369752561541,0.12140715472774649,0.12140304156607187,0.12141126788942112,0.021488579154595094,0.32758931529409574,4,0.16666666666666666,0.9833469040711414,-0.3083430042707581,0.6356935649421431,0.30842517583479634,-0.6357620503055669
ours-r1-ablation,1,1,25,12.465925826289068,10.534074173710932,0.049272778275181846,0.1516536623577275,0.09854555655036369,0.303307324715455,0.20476176816509134,0.11895472104519117,0.11895159717428208,0.11895784491610026,0.020409164494827478,0.3170090199343607,4,0.16666666666666666,0.9835757405749394,-0.31545214269542043,0.6322423009528271,0.31551513697476125,-0.6322949391518147
ours-r1-ablation,1,1,26,12.478147600733806,10.521852399266194,0.04871145384567596,0.1522477550168648,0.09742290769135187,0.3044955100337296,0.20707260234237773,0.11681577503939458,0.11681339629678635,0.11681815378200286,0.019392867348042714,0.30725685082152937,4,0.16666666666666666,0.983762848718108,-0.3219454529066107,0.6290010275778029,0.32199397470606783,-0.6290416880189413
ours-r1-ablation,1,1,27,12.487688340595138,10.512311659404862,0.04827513030203274,0.15270991089464175,0.09655026060406546,0.30541982178928356,0.2088695611852181,0.11497653698100485,0.11497472280791107,0.11497835115409863,0.018426276376939388,0.29818785489155525,4,0.16666666666666666,0.9839082898993224,-0.3279333745466338,0.6259356325593178,0.3279708961191473,-0.6259671736658221
ours-r1-ablation,1,1,28,12.494521895368273,10.505478104631727,0.04796362573782265,0.1530400539544348,0.09592725147564528,0.3060801079088697,0.2101528564332244,0.11342275070472582,0.11342136656124283,0.11342413484820882,0.017495499229080544,0.28965378740343867,4,0.16666666666666666,0.9840121247540591,-0.33352412534618125,0.6230064575009592,0.3335532299580203,-0.6230310080104944
ours-r1-ablation,1,1,29,12.498629534754574,10.501370465245426,0.0477767892696447,0.15323814869229752,0.09555357853928943,0.3064762973845951,0.21092271884530567,0.11214069396469509,0.11213963881022991,0.11214174911916026,0.016587115425405655,0.2815076867174289,4,0.16666666666666666,0.9840744035767851,-0.338821330028453,0.6201704925136288,0.33884395514613674,-0.6201896505986318
ours-r1-ablation,1,1,30,12.5,10.5,0.04771452191663301,0.15330418137541366,0.095429043833266,0.30660836275082726,0.21117931891756125,0.11111805919970297,0.11111725655068437,0.11111886184872156,0.015689015366436965,0.27360825059689786,4,0.16666666666666666,0.9840951593611224,-0.34392173877289456,0.6173834657280615,0.3439393492084749,-0.6173984408486651
ours-r1-ablation,1,1,31,12.498629534754574,10.501370465245426,0.0477767892696447,0.15323814869229752,0.09555357853928943,0.3064762973845951,0.21092271884530567,0.11034471296788269,0.1103441044868643,0.11034532144890107,0.014791134428593256,0.26582407491936144,4,0.16666666666666666,0.9840744035767851,-0.3489129892522908,0.6146018409620557,0.3489267011857833,-0.6146135555801605
ours-r1-ablation,1,1,32,12.494521895368273,10.505478104631727,0.04796362573782265,0.1530400539544348,0.09592725147564528,0.3060801079088697,0.2101528564332244,0.10981331967918281,0.10981286055898193,0.10981377879938367,0.013886068203537535,0.25803773319435624,4,0.16666666666666666,0.9840121247540591,-0.3538714367493268,0.6117847257218325,0.3538821071178239,-0.6117938887152671
ours-r1-ablation,1,1,33,12.487688340595138,10.512311659404862,0.04827513030203274,0.15270991089464175,0.09655026060406546,0.30541982178928356,0.2088695611852181,0.10951979630141043,0.10951945192445021,0.1095201406783706,0.012969535697344964,0.2501495896958951,4,0.16666666666666666,0.9839082898993224,-0.35886014295407676,0.6088956728590919,0.3588684342936088,-0.6089028328637904
ours-r1-ablation,1,1,34,12.478147600733806,10.521852399266194,0.04871145384567596,0.1522477550168648,0.09742290769135187,0.3044955100337296,0.20707260234237773,0.10946355409248729,0.10946329759716686,0.10946381058780777,0.012040646401135419,0.24208116377268715,4,0.16666666666666666,0.983762848718108,-0.3639271663075545,0.6059043366121315,0.3639335941056162,-0.6059099210434401
ours-r1-ablation,1,1,35,12.465925826289068,10.534074173710932,0.049272778275181846,0.1516536623577275,0.09854555655036369,0.303307324715455,0.20476176816509134,0.10964748469600868,0.10964729518856638,0.10964767420345102,0.011101928145644993,0.23377781076394155,4,0.16666666666666666,0.9835757405749394,-0.3691043263499638,0.6027879213545204,0.3691092938743126,-0.602792265151141
ours-r1-ablation,1,1,36,12.451056516295154,10.548943483704846,0.04995928778657567,0.15092777541465277,0.0999185755731514,0.3018555508293055,0.2019369752561541,0.11007766277078973,0.11007752399660888,0.11007780154497059,0.010159087197638333,0.22521046701627306,4,0.16666666666666666,0.9833469040711414,-0.374406614488778,0.5995323432942221,0.37441043860457807,-0.5995357102446649
ours-r1-ablation,1,1,37,12.433580426497201,10.566419573502799,0.05077113278183476,0.1500703358731267,0.10154226556366946,0.3001406717462535,0.198598406182584,0.11076276455847867,0.11076266390066002,0.11076286521629732,0.009220498994809201,0.21637623055281577,4,0.16666666666666666,0.9830762890727217,-0.37983239053430246,0.5961330160440647,0.37983532100584866,-0.5961356147304031
ours-r1-ablation,1,1,38,12.4135454576426,10.5864545423574,0.05170838708952974,0.1490817236232271,0.10341677417905952,0.2981634472464543,0.1947466730673948,0.1117132370764453,0.11171316478825032,0.11171330936464031,0.008296462897385781,0.20729761742421532,4,0.16666666666666666,0.9827638709701567,-0.3853644400763782,0.5925951747506467,0.385366674135215,-0.5925971705658644
ours-r1-ablation,1,1,39,12.391006524188368,10.608993475811632,0.05277099929768423,0.14796250139242434,0.1055419985953685,0.29592500278484873,0.19038300418948023,0.11294028884076815,0.11294023744659422,0.1129403402349421,0.007398290245399647,0.198020441874202,4,0.16666666666666666,0.9824096669007719,-0.39097188020355056,0.5889336735472375,0.3909735736591514,-0.5889351978342366
ours-r1-ablation,1,1,40,12.36602540378444,10.63397459621556,0.053958739160941425,0.14671346414065892,0.10791747832188281,0.29342692828131794,0.18550944995943514,0.11445480174501758,0.11445476556482809,0.11445483792520707,0.006537323423134775,0.18861040323637446,4,0.16666666666666666,0.9820137536130196,-0.3966128037256139,0.5851722282048909,0.3966140795347162,-0.5851733852751505
ours-r1-ablation,1,1,41,12.338670567945424,10.661329432054576,0.05527114019583064,0.14533569217081865,0.11054228039166121,0.2906713843416373,0.1801291039499761,0.11626627742384489,0.11626625219041972,0.11626630265727005,0.005723997032183681,0.179148603771898,4,0.16666666666666666,0.9815762866013898,-0.4022374619685545,0.5813421269502821,0.4022384169215547,-0.5813429995323127
ours-r1-ablation,1,1,42,12.309016994374947,10.690983005625053,0.05670743972283814,0.1438306067119581,0.1134148794456763,0.28766121342391626,0.17424633397823996,0.11838192584385464,0.11838190839224799,0.1183819432954613,0.00496704639817834,0.16972634526379898,4,0.16666666666666666,0.9810975200923873,-0.4077917203060802,0.5774804902918701,0.40779243030380374,-0.5774811438094342
ours-r1-ablation,1,1,43,12.277145961456972,10.722854038543028,0.05826651774666908,0.1422000265452471,0.11653303549333817,0.2844000530904942,0.16786701759715605,0.12080597952343272,0.12080596753867263,0.12080599150819281,0.004272944030094553,0.16043963501585126,4,0.16666666666666666,0.980577827417777,-0.4132204916256186,0.573628214980441,0.4132210158867909,-0.5736287009510915
ours-r1-ablation,1,1,44,12.243144825477394,10.756855174522606,0.05994683618030585,0.1404462240765282,0.11989367236061174,0.2808924481530564,0.16099877579244468,0.1235392790919664,0.12353927090517772,0.123539287278755,0.003645606731354653,0.15138385772483037,4,0.16666666666666666,0.9800177212732314,-0.4184708661146658,0.5698277767959335,0.41847125055911644,-0.5698281355603734
ours-r1-ablation,1,1,45,12.207106781186548,10.792893218813452,0.061746380007415794,0.13857197912785907,0.12349276001483159,0.2771439582557182,0.1536511982408866,0.12657913353819542,0.12657912796371357,0.12657913911267732,0.003086373523363828,0.14264903355407427,4,0.16666666666666666,0.9794178733308614,-0.4234947074046977,0.5661210829115233,0.42349498738962055,-0.5661213458457414
ours-r1-ablation,1,1,46,12.16913060635886,10.83086939364114,0.06366260203442069,0.13658062863626308,0.12732520406884132,0.2731612572725262,0.1458360532036849,0.12991942074618493,0.1299194169534928,0.12991942453887703,0.002594216677343608,0.13431599241471254,4,0.16666666666666666,0.9787791326551931,-0.42825056379487253,0.5625475533563821,0.42825076633390236,-0.562547744676195
ours-r1-ablation,1,1,47,12.129320391049838,10.870679608950162,0.06569237290144903,0.13447611042226862,0.13138474580289805,0.2689522208445371,0.13756747504163908,0.1335508679292205,0.13355086534419844,0.13355087051424255,0.002166122126322445,0.12645366828620971,4,0.16666666666666666,0.9781025423661837,-0.43270483313188723,0.5591425749655262,0.4327049786938763,-0.55914271320308
ours-r1-ablation,1,1,48,12.087785252292473,10.912214747707527,0.06783193799456627,0.1322629992321747,0.1356638759891326,0.2645259984643494,0.12886212247521678,0.13746144062769697,0.1374614388580869,0.13746144239730707,0.0017975646385643695,0.11911757919700802,4,0.16666666666666666,0.9773893540018113,-0.4368322048823476,0.555936417920235,0.43683230884428,-0.5559365171312819
ours-r1-ablation,1,1,49,12.044639035015027,10.955360964984973,0.07007688282542139,0.1299465333715009,0.14015376565084284,0.2598930667430017,0.11973930109215888,0.14163677218859524,0.14163677096898067,0.14163677340820982,0.001483006537752407,0.11234943145227518,4,0.16666666666666666,0.9766410390581929,-0.4406154704602112,0.5529536452746941,0.44061554427347166,-0.5529537160215521
ours-r1-ablation,1,1,50,12.0,11.0,0.07242210831572872,0.12753263043394406,0.14484421663145744,0.255065260867888,0.11022104423643056,0.14606057918482795,0.14606057833690944,0.1460605800327465,0.0012163625533705147,0.10617768832441452,4,0.16666666666666666,0.9758592972280904,-0.44404483609026174,0.5502129904323217,0.4440448882089789,-0.5502130405783511
ours-r1-ablation,1,1,51,11.953990499739547,11.046009500260453,0.07486181724181325,0.12502789088738686,0.1497236344836265,0.2500557817747738,0.10033214729114728,0.1507150268424891,0.15071502624700558,0.15071502743797263,0.000991392358862614,0.1006188827202948,4,0.16666666666666666,0.9750460609193956,-0.4471168904340399,0.5477276345017165,0.4471169270466756,-0.5477276698472191
ours-r1-ablation,1,1,52,11.9067366430758,11.0932633569242,0.07738951286009495,0.12243958859892094,0.1547790257201899,0.24487917719784189,0.09010015147765199,0.15558102735543583,0.15558102693270323,0.15558102777816843,0.0008020016352459358,0.09567943075628146,4,0.16666666666666666,0.9742034957133017,-0.44983337555306524,0.5455057890080076,0.44983340115258924,-0.545505813793382
ours-r1-ablation,1,1,53,11.8583679495453,11.1416320504547,0.07999801045169483,0.11977564775346877,0.1599960209033897,0.23955129550693754,0.07955527460354783,0.1606384695388905,0.16063846923554734,0.1606384698422336,0.0006424486355007808,0.09135771257873966,4,0.16666666666666666,0.9733339965161018,-0.4521998908435271,0.5435514797618303,0.452199908666618,-0.5435514970607274
ours-r1-ablation,1,1,54,11.809016994374948,11.190983005625052,0.08267946219970021,0.11704460603116204,0.1653589243994004,0.23408921206232405,0.06873028766292366,0.16586638893163141,0.16586638871174392,0.16586638915151886,0.0005074645322310223,0.08764621839749373,4,0.16666666666666666,0.9724401792667666,-0.4542246322956257,0.5418654319748155,0.45422464465698265,-0.5418654439973606
ours-r1-ablation,1,1,55,11.75881904510252,11.24118095489748,0.08542539545489596,0.11425556434046111,0.17085079090979186,0.22851112868092224,0.05766033777113039,0.17124309305116728,0.17124309289032943,0.17124309321200515,0.0003923021413754224,0.0845336010198742,4,0.16666666666666666,0.9715248681817014,-0.4559172399255138,0.5404459705208238,0.4559172484693438,-0.5404459788444438
ours-r1-ablation,1,1,56,11.70791169081776,11.29208830918224,0.08822676406607337,0.11141812383886705,0.1764535281321467,0.2228362476777341,0.0463827195455874,0.1767462578858766,0.17674625776732866,0.1767462580044246,0.0002927297537299034,0.0820065219993715,4,0.16666666666666666,0.9705910786446422,-0.4572877989937079,0.5392898678654475,0.4572878048807668,-0.5392898736083592
ours-r1-ablation,1,1,57,11.656434465040231,11.343565534959769,0.09107401206237309,0.10854231139230144,0.18214802412474618,0.21708462278460292,0.03493659865985674,0.182353010158976,0.18235301007106303,0.182353010246889,0.00020498603422983153,0.08005122015509283,4,0.16666666666666666,0.969641995979209,-0.45834601835295047,0.5383930916034515,0.458346022398147,-0.5383930955534871
ours-r1-ablation,1,1,58,11.604528463267654,11.395471536732346,0.09395714859184769,0.10563849500971527,0.18791429718369534,0.21127699001943054,0.023362692835735194,0.18804000672121748,0.18804000665572435,0.18804000678671065,0.00012570953752213954,0.07865476475080542,4,0.16666666666666666,0.9686809504693841,-0.45910059306915424,0.53775142092425,0.4591005958417652,-0.5377514236334324
ours-r1-ablation,1,1,59,11.552335956242944,11.447664043757056,0.09686583265767072,0.10271729112465539,0.19373166531534144,0.20543458224931085,0.01170291693396941,0.19378351869330995,0.1937835186443683,0.19378351874225158,5.1853377968508196e-05,0.07780597957393139,4,0.16666666666666666,0.9677113891141098,-0.45955874826098336,0.5373609151195777,0.45955875015695685,-0.5373609169728302
ours-r1-ablation,1,1,60,11.5,11.5,0.09978946586628142,0.09978946586628142,0.1995789317325628,0.19957893173256283,2.7755575615628914e-17,0.19955952444397798,0.19955952440734243,0.19955952448061354,0.0,0.7597782452597754,4,0.16666666666666666,0.9667368447112396,-0.45972595608622163,0.5372182270196373,0.45972595737990224,-0.5372182282842267
ours-r1-ablation,1,1,61,11.447664043757056,11.552335956242944,0.10271729112465539,0.09686583265767072,0.19373166531534147,0.20543458224931083,0.011702916933969354,0.205343812622443,0.205343812595007,0.20534381264987903,0.011612147307101528,0.9969753241138639,4,0.16666666666666666,0.9677113891141098,-0.45960581674886425,0.5373207603873152,0.4596058176297124,-0.5373207612481313
ours-r1-ablation,1,1,62,11.395471536732346,11.604528463267654,0.10563849500971527,0.09395714859184769,0.18791429718369534,0.21127699001943054,0.023362692835735194,0.2111120945077079,0.21111209448717597,0.2111120945282399,0.02319779732401256,0.9969164371367674,4,0.16666666666666666,0.9686809504693841,-0.4592000959386217,0.5376666737400544,0.45920009653710436,-0.5376666743245907
ours-r1-ablation,1,1,63,11.343565534959769,11.656434465040231,0.10854231139230144,0.09107401206237309,0.1821480241247462,0.2170846227846029,0.03493659865985668,0.21684012398266067,0.21684012396732258,0.21684012399799873,0.034692099857914466,0.9968149025750126,4,0.16666666666666666,0.969641995979209,-0.4585089138588556,0.5382547350139152,0.45850891426459434,-0.538254735409842
ours-r1-ablation,1,1,64,11.29208830918224,11.70791169081776,0.11141812383886705,0.08822676406607337,0.17645352813214668,0.2228362476777341,0.046382719545587425,0.22250382348143888,0.22250382347001219,0.22250382349286554,0.0460502953492922,0.9966686519914574,4,0.16666666666666666,0.9705910786446422,-0.4575310836110893,0.5390840332318108,0.4575310838855152,-0.5390840334992674
ours-r1-ablation,1,1,65,11.24118095489748,11.75881904510252,0.11425556434046111,0.08542539545489596,0.1708507909097919,0.22851112868092222,0.057660337771130304,0.22807941521169772,0.22807941520321628,0.22807941522017916,0.05722862430190581,0.9964747080722415,4,0.16666666666666666,0.9715248681817014,-0.4562645979157989,0.5401535561253812,0.4562645981009396,-0.5401535563055294
ours-r1-ablation,1,1,66,11.190983005625053,11.809016994374947,0.11704460603116192,0.08267946219970031,0.16535892439940067,0.2340892120623238,0.06873028766292313,0.23354355865484014,0.23354355864857324,0.23354355866110701,0.06818463425543947,0.9962292730096222,4,0.16666666666666666,0.9724401792667665,-0.4547072617847078,0.5414616475260836,0.45470726190926486,-0.5414616476470387
ours-r1-ablation,1,1,67,11.1416320504547,11.8583679495453,0.11977564775346877,0.07999801045169483,0.15999602090338966,0.23955129550693752,0.07955527460354786,0.23887349751869896,0.23887349751409317,0.23887349752330478,0.0788774766153093,0.9959278560311882,4,0.16666666666666666,0.9733339965161018,-0.45285746379762365,0.543005365973928,0.4528574638811645,-0.5430053660548552
ours-r1-ablation,1,1,68,11.093263356924199,11.906736643075801,0.12243958859892105,0.07738951286009488,0.15477902572018978,0.24487917719784225,0.09010015147765246,0.2440472215254178,0.2440472215220534,0.2440472215287822,0.08926819580522802,0.9955654552220118,4,0.16666666666666666,0.9742034957133017,-0.4507150693323649,0.5447797765484895,0.4507150693882052,-0.5447797766024265
ours-r1-ablation,1,1,69,11.046009500260453,11.953990499739547,0.12502789088738686,0.07486181724181325,0.14972363448362647,0.2500557817747737,0.10033214729114726,0.24904365004567905,0.2490436500432384,0.24904365004811968,0.09932001556205258,0.995136807820756,4,0.16666666666666666,0.9750460609193956,-0.4482824051832671,0.5467772208398961,0.4482824052204528,-0.546777220875692
ours-r1-ablation,1,1,70,11.0,12.0,0.12753263043394406,0.07242210831572872,0.1448442166314575,0.25506526086788806,0.11022104423643056,0.2538428448553428,0.25384284485358544,0.25384284485710007,0.10899862822388531,0.9946367190367924,4,0.16666666666666666,0.9758592972280904,-0.4455652869579154,0.5489866238006386,0.44556528698257647,-0.5489866238242854
ours-r1-ablation,1,1,71,10.955360964984973,12.044639035015027,0.1299465333715009,0.07007688282542139,0.14015376565084278,0.25989306674300167,0.11973930109215888,0.25842625733791447,0.25842625733665947,0.2584262573391695,0.11827249168707168,0.994060471271852,4,0.16666666666666666,0.9766410390581929,-0.44257401995891443,0.5513929085849437,0.4425740199751973,-0.5513929086004864
ours-r1-ablation,1,1,72,10.912214747707527,12.087785252292473,0.1322629992321747,0.06783193799456627,0.1356638759891326,0.2645259984643495,0.1288621224752169,0.26277701056564434,0.2627770105647559,0.26277701056653274,0.12711313457651174,0.9934043030404026,4,0.16666666666666666,0.9773893540018113,-0.4393242836553165,0.5539765982786947,0.4393242836660158,-0.5539765982888567
ours-r1-ablation,1,1,73,10.870679608950162,12.129320391049838,0.13447611042226862,0.06569237290144903,0.13138474580289802,0.26895222084453724,0.13756747504163921,0.26688020858281886,0.26688020858219574,0.26688020858344214,0.13549546277992083,0.9926659303899814,4,0.16666666666666666,0.9781025423661837,-0.435837793258436,0.5567136832581993,0.4358377932654315,-0.5567136832648052
ours-r1-ablation,1,1,74,10.83086939364114,12.16913060635886,0.13658062863626308,0.06366260203442069,0.12732520406884137,0.2731612572725262,0.14583605320368484,0.2707232543958809,0.270723254395448,0.27072325439631384,0.14339805032703953,0.9918450650753644,4,0.16666666666666666,0.9787791326551931,-0.43214262413214505,0.5595758218884009,0.432142624136694,-0.5595758218926702
ours-r1-ablation,1,1,75,10.792893218813452,12.207106781186548,0.13857197912785907,0.061746380007415794,0.12349276001483162,0.2771439582557182,0.15365119824088658,0.2742961462110647,0.27429614621076676,0.2742961462113626,0.15080338619623307,0.9909438664753037,4,0.16666666666666666,0.9794178733308614,-0.4282730906468436,0.5625309189213126,0.4282730906497856,-0.5625309189240552
