method,rank,seed,step,x_half_width_m,y_half_height_m,horizontal_weight,vertical_weight,lambda2_true,lambda3_true,fiedler_gap,lambda2_estimate_mean,lambda2_estimate_min,lambda2_estimate_max,positive_estimation_error,subspace_sine_error,active_edge_count,consensus_step,consensus_contraction,component_1,component_2,component_3,component_4
ours-r1-ablation,1,1,148,12.494521895368273,10.505478104631727,0.04796362573782265,0.1530400539544348,0.09592725147564528,0.3060801079088697,0.2101528564332244,0.10438082847497943,0.1043808284749794,0.10438082847497943,0.008453576999334148,0.20131501858656017,4,0.16666666666666666,0.9840121247540591,-0.38898757069225587,0.5902414375509019,0.38898757069225587,-0.5902414375509017
ours-r1-ablation,1,1,149,12.498629534754574,10.501370465245426,0.0477767892696447,0.15323814869229752,0.09555357853928943,0.3064762973845951,0.21092271884530567,0.10354223307822584,0.10354223307822581,0.10354223307822588,0.007988654538936407,0.19533642285828748,4,0.16666666666666666,0.9840744035767851,-0.3925873813146467,0.5878678170952294,0.3925873813146467,-0.5878678170952293
ours-r1-ablation,1,1,150,12.5,10.5,0.04771452191663301,0.15330418137541366,0.095429043833266,0.30660836275082726,0.21117931891756125,0.10296203687862586,0.10296203687862585,0.10296203687862587,0.0075329930453598565,0.18956526710146981,4,0.16666666666666666,0.9840951593611224,-0.3960442518934483,0.5855582335873313,0.3960442518934484,-0.5855582335873313
ours-r1-ablation,1,1,151,12.498629534754574,10.501370465245426,0.0477767892696447,0.15323814869229752,0.09555357853928943,0.3064762973845951,0.21092271884530567,0.10263470421713237,0.10263470421713235,0.1026347042171324,0.007081125677842942,0.1839038103220136,4,0.16666666666666666,0.9840744035767851,-0.3994182503282744,0.5832751240742435,0.39941825032827455,-0.5832751240742435
ours-r1-ablation,1,1,152,12.494521895368273,10.505478104631727,0.04796362573782265,0.1530400539544348,0.09592725147564528,0.3060801079088697,0.2101528564332244,0.10255631772803087,0.10255631772803085,0.10255631772803088,0.0066290662523855876,0.17826595901877937,4,0.16666666666666666,0.9840121247540591,-0.402761339246254,0.5809844410262062,0.4027613392462541,-0.5809844410262062
ours-r1-ablation,1,1,153,12.487688340595138,10.512311659404862,0.04827513030203274,0.15270991089464175,0.09655026060406546,0.30541982178928356,0.2088695611852181,0.1027247456129603,0.1027247456129603,0.1027247456129603,0.006174485008894837,0.17257963911606913,4,0.16666666666666666,0.9839082898993224,-0.4061161954947595,0.5786568461679743,0.4061161954947597,-0.5786568461679742
ours-r1-ablation,1,1,154,12.478147600733806,10.521852399266194,0.04871145384567596,0.1522477550168648,0.09742290769135187,0.3044955100337296,0.20707260234237773,0.10313969813685717,0.10313969813685714,0.1031396981368572,0.005716790445505299,0.16678885593975046,4,0.16666666666666666,0.983762848718108,-0.40951521646941674,0.5762687792274662,0.40951521646941663,-0.5762687792274661
ours-r1-ablation,1,1,155,12.465925826289068,10.534074173710932,0.049272778275181846,0.1516536623577275,0.09854555655036369,0.303307324715455,0.20476176816509134,0.10380265313345105,0.10380265313345101,0.1038026531334511,0.005257096583087359,0.1608552618208448,4,0.16666666666666666,0.9835757405749394,-0.4129798318726329,0.5738033400829721,0.41297983187263276,-0.5738033400829718
ours-r1-ablation,1,1,156,12.451056516295154,10.548943483704846,0.04995928778657567,0.15092777541465277,0.0999185755731514,0.3018555508293055,0.2019369752561541,0.10471663922954877,0.10471663922954873,0.10471663922954882,0.004798063656397372,0.1547590483547288,4,0.16666666666666666,0.9833469040711414,-0.41652023473391425,0.5712509153591335,0.4165202347339139,-0.5712509153591335
ours-r1-ablation,1,1,157,12.433580426497201,10.566419573502799,0.05077113278183476,0.1500703358731267,0.10154226556366946,0.3001406717462535,0.198598406182584,0.1058858801971207,0.10588588019712065,0.10588588019712075,0.0043436146334512316,0.1484990098400079,4,0.16666666666666666,0.9830762890727217,-0.4201356191508929,0.5686094834826748,0.4201356191508925,-0.5686094834826749
ours-r1-ablation,1,1,158,12.4135454576426,10.5864545423574,0.05170838708952974,0.1490817236232271,0.10341677417905952,0.2981634472464543,0.1947466730673948,0.1073153216672656,0.10731532166726555,0.10731532166726564,0.003898547488206075,0.14209168487106444,4,0.16666666666666666,0.9827638709701567,-0.4238149666114029,0.5658845468786056,0.4238149666114027,-0.5658845468786055
ours-r1-ablation,1,1,159,12.391006524188368,10.608993475811632,0.05277099929768423,0.14796250139242434,0.1055419985953685,0.29592500278484873,0.19038300418948023,0.10901007857394968,0.10901007857394962,0.10901007857394973,0.0034680799785811733,0.13556956780073146,4,0.16666666666666666,0.9824096669007719,-0.4275383642046987,0.5630886660202082,0.42753836420469854,-0.563088666020208
ours-r1-ablation,1,1,160,12.36602540378444,10.63397459621556,0.053958739160941425,0.14671346414065892,0.10791747832188281,0.29342692828131794,0.18550944995943514,0.11097485403953342,0.11097485403953333,0.11097485403953349,0.0030573757176506067,0.1289784789098699,4,0.16666666666666666,0.9820137536130196,-0.4312787759507577,0.5602406049950824,0.43127877595075764,-0.560240604995082
ours-r1-ablation,1,1,161,12.338670567945424,10.661329432054576,0.05527114019583064,0.14533569217081865,0.11054228039166121,0.2906713843416373,0.1801291039499761,0.11321338473536874,0.11321338473536874,0.11321338473536874,0.0026711043437075283,0.12237427614082041,4,0.16666666666666666,0.9815762866013898,-0.4350041337220751,0.5573641375153432,0.43500413372207486,-0.5573641375153433
ours-r1-ablation,1,1,162,12.309016994374948,10.690983005625052,0.05670743972283804,0.14383060671195821,0.11341487944567602,0.2876612134239165,0.17424633397824046,0.11572796270225019,0.11572796270225019,0.11572796270225019,0.002313083256574172,0.1158191660454729,4,0.16666666666666666,0.9810975200923874,-0.43867957671642016,0.5544865996722316,0.43867957671642016,-0.5544865996722316
ours-r1-ablation,1,1,163,12.27714596145697,10.72285403854303,0.05826651774666918,0.14220002654524705,0.11653303549333838,0.2844000530904941,0.16786701759715572,0.1185190702247611,0.1185190702247611,0.1185190702247611,0.0019860347314227256,0.10937791389851963,4,0.16666666666666666,0.980577827417777,-0.4422696548020363,0.5516373045610677,0.4422696548020363,-0.5516373045610677
ours-r1-ablation,1,1,164,12.243144825477396,10.756855174522604,0.05994683618030575,0.14044622407652832,0.1198936723606115,0.2808924481530566,0.1609987757924451,0.12158514574747073,0.12158514574747073,0.12158514574747073,0.001691473386859224,0.1031142554428579,4,0.16666666666666666,0.9800177212732314,-0.44574032308839673,0.5488459486373459,0.44574032308839673,-0.5488459486373459
ours-r1-ablation,1,1,165,12.207106781186548,10.792893218813452,0.061746380007415794,0.13857197912785907,0.12349276001483159,0.2771439582557182,0.1536511982408866,0.12492247926237746,0.12492247926237743,0.1249224792623775,0.0014297192475458687,0.09708777589481841,4,0.16666666666666666,0.9794178733308614,-0.4490605894196937,0.5461411373320223,0.44906058941969373,-0.5461411373320224
ours-r1-ablation,1,1,166,12.169130606358857,10.830869393641143,0.06366260203442078,0.13658062863626302,0.1273252040688416,0.27316125727252616,0.14583605320368456,0.12852521919690554,0.12852521919690552,0.12852521919690557,0.001200015128063947,0.09135145354360052,4,0.16666666666666666,0.9787791326551931,-0.45220372571502665,0.543549138490061,0.4522037257150267,-0.5435491384900608
ours-r1-ablation,1,1,167,12.129320391049836,10.870679608950164,0.06569237290144914,0.13447611042226848,0.13138474580289827,0.2689522208445369,0.13756747504163863,0.13238546242269972,0.13238546242269966,0.13238546242269977,0.001000716619801445,0.08594997875130021,4,0.16666666666666666,0.9781025423661837,-0.45514800873561606,0.5410929403520935,0.45514800873561573,-0.5410929403520935
ours-r1-ablation,1,1,168,12.087785252292473,10.912214747707527,0.06783193799456627,0.1322629992321747,0.1356638759891326,0.2645259984643494,0.12886212247521678,0.13649339555786702,0.13649339555786702,0.13649339555786702,0.0008295195687344215,0.0809188695779579,4,0.16666666666666666,0.9773893540018113,-0.4578770067979736,0.53879165211834,0.4578770067979733,-0.53879165211834
ours-r1-ablation,1,1,169,12.044639035015027,10.955360964984973,0.07007688282542139,0.1299465333715009,0.14015376565084284,0.2598930667430017,0.11973930109215888,0.14083745843908302,0.14083745843908302,0.14083745843908302,0.0006836927882401811,0.07628432629819797,4,0.16666666666666666,0.9766410390581929,-0.4603794692316964,0.5366602463746575,0.46037946923169637,-0.5366602463746575
ours-r1-ablation,1,1,170,12.0,11.0,0.07242210831572872,0.12753263043394406,0.14484421663145744,0.255065260867888,0.11022104423643056,0.14540450749652287,0.14540450749652287,0.14540450749652287,0.000560290865065427,0.07206370830983212,4,0.16666666666666666,0.9758592972280904,-0.4626489012790576,0.5347096096986697,0.4626489012790576,-0.5347096096986695
ours-r1-ablation,1,1,171,11.953990499739549,11.046009500260451,0.07486181724181316,0.125027890887387,0.1497236344836263,0.250055781774774,0.1003321472911477,0.15017996538032133,0.15017996538032133,0.15017996538032136,0.0004563308966950286,0.06826648266358676,4,0.16666666666666666,0.9750460609193956,-0.4646829181855636,0.53294684445851,0.46468291818556356,-0.53294684445851
ours-r1-ablation,1,1,172,11.906736643075801,11.093263356924199,0.07738951286009488,0.12243958859892105,0.15477902572018973,0.2448791771978422,0.09010015147765246,0.15514795146236157,0.15514795146236154,0.15514795146236157,0.00036892574217184393,0.06489548298216631,4,0.16666666666666666,0.9742034957133017,-0.46648247051883257,0.5313757525808884,0.4664824705188326,-0.5313757525808885
ours-r1-ablation,1,1,173,11.8583679495453,11.1416320504547,0.07999801045169483,0.11977564775346877,0.1599960209033897,0.23955129550693754,0.07955527460354783,0.1602913943697536,0.1602913943697536,0.1602913943697536,0.0002953734663638796,0.061948326535914894,4,0.16666666666666666,0.9733339965161018,-0.46805102183835035,0.5299974301127814,0.4680510218383505,-0.5299974301127813
ours-r1-ablation,1,1,174,11.809016994374948,11.190983005625052,0.08267946219970021,0.11704460603116204,0.1653589243994004,0.23408921206232405,0.06873028766292366,0.16559213188277652,0.16559213188277652,0.16559213188277652,0.00023320748337612995,0.05941885943329249,4,0.16666666666666666,0.9724401792667666,-0.46939374369560255,0.5288109074356425,0.46939374369560255,-0.5288109074356425
ours-r1-ablation,1,1,175,11.758819045102523,11.241180954897477,0.08542539545489578,0.11425556434046134,0.17085079090979158,0.22851112868092263,0.057660337771131054,0.17103100538685836,0.17103100538685834,0.17103100538685836,0.00018021447706678684,0.05729852872574286,4,0.16666666666666666,0.9715248681817014,-0.4705167751512457,0.5278137810427743,0.4705167751512457,-0.5278137810427742
ours-r1-ablation,1,1,176,11.707911690817761,11.292088309182239,0.08822676406607327,0.11141812383886716,0.17645352813214651,0.22283624767773438,0.04638271954558787,0.1765879560488547,0.17658795604885463,0.17658795604885472,0.0001344279167081741,0.05557761009847809,4,0.16666666666666666,0.9705910786446422,-0.47142657727131765,0.527002795950062,0.47142657727131754,-0.5270027959500619
ours-r1-ablation,1,1,177,11.656434465040231,11.343565534959769,0.09107401206237309,0.10854231139230144,0.18214802412474618,0.21708462278460292,0.03493659865985674,0.18224212860156955,0.18224212860156955,0.18224212860156958,9.410447682337009e-05,0.05424624665899518,4,0.16666666666666666,0.969641995979209,-0.472129399120386,0.5263743507222319,0.4721293991203859,-0.5263743507222319
ours-r1-ablation,1,1,178,11.604528463267652,11.395471536732348,0.09395714859184781,0.10563849500971514,0.18791429718369562,0.21127699001943034,0.023362692835734722,0.18797198666389525,0.18797198666389525,0.18797198666389525,5.768948019962972e-05,0.05329527578332255,4,0.16666666666666666,0.9686809504693841,-0.4726308613951397,0.5259249081855175,0.4726308613951397,-0.5259249081855175
ours-r1-ablation,1,1,179,11.552335956242944,11.447664043757056,0.09686583265767072,0.10271729112465539,0.19373166531534144,0.20543458224931085,0.01170291693396941,0.19375544138305495,0.19375544138305495,0.19375544138305495,2.37760677135046e-05,0.05271683618180728,4,0.16666666666666666,0.9677113891141098,-0.4729356571039614,0.5256513033742438,0.4729356571039614,-0.5256513033742438
ours-r1-ablation,1,1,180,11.5,11.5,0.09978946586628142,0.09978946586628142,0.1995789317325628,0.19957893173256283,2.7755575615628914e-17,0.19956999320478394,0.19956999320478394,0.19956999320478394,0.0,0.7432579198513319,4,0.16666666666666666,0.9667368447112396,-0.47304736517409485,0.5255509459952584,0.47304736517409485,-0.5255509459952584
ours-r1-ablation,1,1,181,11.447664043757056,11.552335956242944,0.10271729112465539,0.09686583265767072,0.19373166531534147,0.20543458224931083,0.011702916933969354,0.20539288497167038,0.20539288497167038,0.20539288497167038,0.011661219656328908,0.9986127774105618,4,0.16666666666666666,0.9677113891141098,-0.47296837185165125,0.5256219180411509,0.47296837185165125,-0.5256219180411509
ours-r1-ablation,1,1,182,11.395471536732346,11.604528463267654,0.10563849500971527,0.09395714859184769,0.18791429718369534,0.21127699001943054,0.023362692835735194,0.2112012634348281,0.2112012634348281,0.2112012634348281,0.023286966251132746,0.9985857789456121,4,0.16666666666666666,0.9686809504693841,-0.4726998954119343,0.525862968792289,0.4726998954119343,-0.525862968792289
ours-r1-ablation,1,1,183,11.34356553495977,11.65643446504023,0.10854231139230135,0.09107401206237317,0.18214802412474632,0.2170846227846026,0.034936598659856294,0.2169723456879337,0.2169723456879337,0.2169723456879337,0.03482432156318738,0.9985391732051553,4,0.16666666666666666,0.969641995979209,-0.4722421111426822,0.5262734101255424,0.4722421111426822,-0.5262734101255424
ours-r1-ablation,1,1,184,11.292088309182242,11.707911690817758,0.11141812383886697,0.08822676406607345,0.1764535281321469,0.22283624767773388,0.04638271954558698,0.22268358699873642,0.22268358699873642,0.22268358699873642,0.04623005886658951,0.9984720038728737,4,0.16666666666666666,0.9705910786446422,-0.4715943749382475,0.5268529156459514,0.4715943749382475,-0.5268529156459514
ours-r1-ablation,1,1,185,11.24118095489748,11.75881904510252,0.11425556434046111,0.08542539545489596,0.1708507909097919,0.22851112868092222,0.057660337771130304,0.2283128469896991,0.228312846989699,0.22831284698969914,0.057462056079907176,0.9983828920344249,4,0.16666666666666666,0.9715248681817014,-0.4707555443273075,0.5276012284905806,0.47075554432730743,-0.5276012284905803
ours-r1-ablation,1,1,186,11.190983005625053,11.809016994374947,0.11704460603116192,0.08267946219970031,0.16535892439940067,0.2340892120623238,0.06873028766292313,0.23383855203472953,0.23383855203472953,0.23383855203472956,0.06847962763532886,0.998270075681663,4,0.16666666666666666,0.9724401792667665,-0.46972439459625365,0.5285177854187326,0.4697243945962536,-0.5285177854187326
ours-r1-ablation,1,1,187,11.1416320504547,11.8583679495453,0.11977564775346877,0.07999801045169483,0.15999602090338966,0.23955129550693752,0.07955527460354786,0.2392398529674507,0.2392398529674507,0.2392398529674507,0.07924383206406105,0.9981314668267933,4,0.16666666666666666,0.9733339965161018,-0.4685001242266041,0.5296012694924404,0.46850012422660403,-0.5296012694924404
ours-r1-ablation,1,1,188,11.093263356924199,11.906736643075801,0.12243958859892105,0.07738951286009488,0.15477902572018978,0.24487917719784225,0.09010015147765246,0.24449677853847915,0.2444967785384791,0.2444967785384792,0.08971775281828936,0.9979647332720012,4,0.16666666666666666,0.9742034957133017,-0.46708293769781367,0.5308491104426675,0.46708293769781356,-0.5308491104426674
ours-r1-ablation,1,1,189,11.046009500260453,11.953990499739547,0.12502789088738686,0.07486181724181325,0.14972363448362647,0.2500557817747737,0.10033214729114726,0.24959038622779256,0.24959038622779253,0.2495903862277926,0.0998667517441661,0.9977674117180274,4,0.16666666666666666,0.9750460609193956,-0.46547468470216413,0.5322569604481155,0.4654746847021641,-0.5322569604481154
ours-r1-ablation,1,1,190,11.0,12.0,0.12753263043394406,0.07242210831572872,0.1448442166314575,0.25506526086788806,0.11022104423643056,0.2545029126444479,0.25450291264444785,0.25450291264444797,0.10965869601299041,0.9975370571127881,4,0.16666666666666666,0.9758592972280904,-0.46367952334268886,0.5338181827124812,0.4636795233426887,-0.533818182712481
ours-r1-ablation,1,1,191,10.955360964984973,12.044639035015027,0.1299465333715009,0.07007688282542139,0.14015376565084278,0.25989306674300167,0.11973930109215888,0.2592179254186702,0.2592179254186702,0.2592179254186703,0.11906415976782744,0.9972714295317079,4,0.16666666666666666,0.9766410390581929,-0.4617045619411344,0.5355233994969492,0.46170456194113435,-0.535523399496949
ours-r1-ablation,1,1,192,10.912214747707527,12.087785252292473,0.1322629992321747,0.06783193799456627,0.1356638759891326,0.2645259984643495,0.1288621224752169,0.2637204768470276,0.2637204768470276,0.2637204768470276,0.128056600857895,0.9969687142336346,4,0.16666666666666666,0.9773893540018113,-0.4595604214094171,0.5373601531969291,0.4595604214094171,-0.5373601531969291
ours-r1-ablation,1,1,193,10.870679608950162,12.129320391049838,0.13447611042226862,0.06569237290144903,0.13138474580289802,0.26895222084453724,0.13756747504163921,0.2679972564086059,0.2679972564086059,0.2679972564086059,0.13661251060570787,0.9966277630385485,4,0.16666666666666666,0.9781025423661837,-0.4572616501778135,0.539312736396387,0.4572616501778135,-0.539312736396387
ours-r1-ablation,1,1,194,10.830869393641143,12.169130606358857,0.13658062863626302,0.06366260203442078,0.12732520406884157,0.27316125727252605,0.14583605320368448,0.2720367347905533,0.2720367347905533,0.2720367347905533,0.14471153072171172,0.9962483366056745,4,0.16666666666666666,0.9787791326551931,-0.4548269193407946,0.5413622424705399,0.4548269193407946,-0.5413622424705399
ours-r1-ablation,1,1,195,10.792893218813454,12.207106781186546,0.13857197912785899,0.06174638000741592,0.12349276001483192,0.2771439582557179,0.153651198240886,0.2758292868811145,0.2758292868811145,0.2758292868811146,0.1523365268662826,0.9958313190148284,4,0.16666666666666666,0.9794178733308614,-0.45227892988205753,0.5434868758204413,0.45227892988205753,-0.5434868758204412
ours-r1-ablation,1,1,196,10.756855174522606,12.243144825477394,0.1404462240765282,0.05994683618030585,0.11989367236061174,0.28089244815305653,0.1609987757924448,0.27936727644526244,0.27936727644526244,0.27936727644526244,0.1594736040846507,0.9953788703023235,4,0.16666666666666666,0.9800177212732314,-0.4496439787643922,0.5456625400853714,0.4496439787643922,-0.5456625400853714
ours-r1-ablation,1,1,197,10.72285403854303,12.27714596145697,0.14220002654524705,0.05826651774666918,0.11653303549333835,0.284400053090494,0.16786701759715564,0.28264508238427083,0.28264508238427083,0.28264508238427083,0.16611204689093248,0.9948944814974046,4,0.16666666666666666,0.980577827417777,-0.44695115698540716,0.5478636952774855,0.44695115698540716,-0.5478636952774855
ours-r1-ablation,1,1,198,10.690983005625053,12.309016994374947,0.1438306067119581,0.05670743972283814,0.11341487944567623,0.28766121342391626,0.17424633397824002,0.2856590470896408,0.2856590470896408,0.2856590470896408,0.17224416764396455,0.9943829020277466,4,0.16666666666666666,0.9810975200923873,-0.44423118886227675,0.550064444064509,0.44423118886227675,-0.550064444064509
ours-r1-ablation,1,1,199,10.661329432054576,12.338670567945424,0.14533569217081865,0.05527114019583064,0.11054228039166122,0.29067138434163736,0.18012910394997614,0.2884073324326575,0.2884073324326575,0.2884073324326575,0.17786505204099626,0.9938499217259812,4,0.16666666666666666,0.9815762866013898,-0.44151496376937166,0.5522397780506214,0.44151496376937166,-0.5522397780506214
ours-r1-ablation,1,1,200,10.63397459621556,12.36602540378444,0.14671346414065892,0.053958739160941425,0.10791747832188289,0.2934269282813178,0.18550944995943489,0.29088967839855007,0.29088967839855007,0.29088967839855007,0.18297220007666717,0.9933020079522843,4,0.16666666666666666,0.9820137536130196,-0.43883185310198075,0.5543668919325364,0.43883185310198075,-0.5543668919325364
ours-r1-ablation,1,1,201,10.608993475811632,12.391006524188368,0.14796250139242434,0.05277099929768423,0.10554199859536843,0.29592500278484873,0.1903830041894803,0.29310707203866093,0.29310707203866093,0.293107072038661,0.18756507344329248,0.9927458195809362,4,0.16666666666666666,0.9824096669007719,-0.4362079390593665,0.5564264611308541,0.43620793905936633,-0.5564264611308541
ours-r1-ablation,1,1,202,10.5864545423574,12.4135454576426,0.1490817236232271,0.05170838708952974,0.10341677417905945,0.29816344724645416,0.1947466730673947,0.29506134790036576,0.2950613479003656,0.29506134790036587,0.1916445737213063,0.9921876394741153,4,0.16666666666666666,0.9827638709701567,-0.4336643010998947,0.5584037793722877,0.43366430109989457,-0.5584037793722875
ours-r1-ablation,1,1,203,10.566419573502799,12.433580426497201,0.1500703358731267,0.05077113278183476,0.10154226556366953,0.3001406717462536,0.19859840618258406,0.2967547524457578,0.2967547524457577,0.29675475244575783,0.19521248688208825,0.9916327810166008,4,0.16666666666666666,0.9830762890727217,-0.4312155060011327,0.5602896667163678,0.4312155060011327,-0.5602896667163676
ours-r1-ablation,1,1,204,10.548943483704846,12.451056516295154,0.15092777541465277,0.04995928778657567,0.09991857557315137,0.3018555508293056,0.20193697525615423,0.29818951148501804,0.298189511485018,0.2981895114850181,0.19827093591186667,0.9910850288072336,4,0.16666666666666666,0.9833469040711414,-0.428868427277008,0.5620810832220346,0.42886842727700797,-0.5620810832220344
ours-r1-ablation,1,1,205,10.534074173710932,12.465925826289068,0.1516536623577275,0.049272778275181846,0.09854555655036372,0.30330732471545496,0.20476176816509123,0.2993674397150086,0.2993674397150085,0.29936743971500873,0.2008218831646449,0.9905461673565609,4,0.16666666666666666,0.9835757405749394,-0.42662148218954704,0.5637814145669804,0.42662148218954676,-0.5637814145669804
ours-r1-ablation,1,1,206,10.521852399266194,12.478147600733806,0.1522477550168648,0.04871145384567596,0.09742290769135194,0.30449551003372943,0.2070726023423775,0.3002896250512594,0.3002896250512594,0.3002896250512594,0.20286671735990747,0.9900156358997909,4,0.16666666666666666,0.983762848718108,-0.42446432611004065,0.5654004284101356,0.4244643261100405,-0.5654004284101357
ours-r1-ablation,1,1,207,10.512311659404862,12.487688340595138,0.15270991089464175,0.04827513030203274,0.09655026060406546,0.3054198217892835,0.20886956118521804,0.30095620914743587,0.30095620914743587,0.30095620914743587,0.2044059485433704,0.9894903257186553,4,0.16666666666666666,0.9839082898993224,-0.4223779928857318,0.5669539293518046,0.4223779928857318,-0.5669539293518044
ours-r1-ablation,1,1,208,10.505478104631727,12.494521895368273,0.1530400539544348,0.04796362573782265,0.09592725147564529,0.30608010790886964,0.21015285643322434,0.3013662719737603,0.3013662719737602,0.3013662719737604,0.20543902049811502,0.9889645133936453,4,0.16666666666666666,0.9840121247540591,-0.4203354246038006,0.5684631623319181,0.42033542460380047,-0.5684631623319178
ours-r1-ablation,1,1,209,10.501370465245426,12.498629534754574,0.15323814869229752,0.0477767892696447,0.09555357853928945,0.3064762973845949,0.21092271884530547,0.30151781553114143,0.3015178155311413,0.3015178155311416,0.20596423699185198,0.9884299037819259,4,0.16666666666666666,0.9840744035767851,-0.41830230149631603,0.5699540270927793,0.4183023014963158,-0.5699540270927791
ours-r1-ablation,1,1,210,10.5,12.5,0.15330418137541366,0.04771452191663301,0.09542904383326603,0.30660836275082726,0.21117931891756123,0.3014078321726731,0.3014078321726731,0.3014078321726731,0.20597878833940705,0.9878757436007832,4,0.16666666666666666,0.9840951593611224,-0.4162380666294249,0.5714561693867432,0.4162380666294249,-0.571456169386743
ours-r1-ablation,1,1,211,10.501370465245426,12.498629534754574,0.15323814869229752,0.0477767892696447,0.09555357853928945,0.3064762973845949,0.21092271884530547,0.30103243803017415,0.30103243803017415,0.3010324380301742,0.2054788594908847,0.9872889618277325,4,0.16666666666666666,0.9840744035767851,-0.41409704118439145,0.5730020087614147,0.4140970411843914,-0.5730020087614146
ours-r1-ablation,1,1,212,10.505478104631727,12.494521895368273,0.1530400539544348,0.04796362573782265,0.09592725147564529,0.30608010790886964,0.21015285643322434,0.3003870519731394,0.3003870519731394,0.3003870519731394,0.20445980049749413,0.9866542964499696,4,0.16666666666666666,0.9840121247540591,-0.4118295424786142,0.5746257498266089,0.4118295424786141,-0.5746257498266089
ours-r1-ablation,1,1,213,10.512311659404862,12.487688340595138,0.15270991089464175,0.04827513030203274,0.09655026060406546,0.3054198217892835,0.20886956118521804,0.2994666046582929,0.2994666046582929,0.2994666046582929,0.20291634405422743,0.9859543768873338,4,0.16666666666666666,0.9839082898993224,-0.40938294442855555,0.5763624063176782,0.4093829444285555,-0.5763624063176782
ours-r1-ablation,1,1,214,10.521852399266194,12.478147600733806,0.1522477550168648,0.04871145384567596,0.09742290769135194,0.30449551003372943,0.2070726023423775,0.29826576927204396,0.2982657692720439,0.298265769272044,0.20084286158069203,0.9851697456412766,4,0.16666666666666666,0.983762848718108,-0.4067026541921669,0.5782468476906276,0.4067026541921668,-0.5782468476906275
ours-r1-ablation,1,1,215,10.534074173710932,12.465925826289068,0.1516536623577275,0.049272778275181846,0.09854555655036372,0.30330732471545496,0.20476176816509123,0.29677921406194047,0.29677921406194047,0.29677921406194047,0.19823365751157673,0.9842788195378539,4,0.16666666666666666,0.9835757405749394,-0.40373301470464135,0.580312859083777,0.4037330147046412,-0.580312859083777
ours-r1-ablation,1,1,216,10.548943483704846,12.451056516295154,0.15092777541465277,0.04995928778657567,0.09991857557315137,0.3018555508293056,0.20193697525615423,0.29500188534998073,0.29500188534998073,0.2950018853499808,0.19508330977682936,0.9832578091123161,4,0.16666666666666666,0.9833469040711414,-0.40041817698453297,0.5825921897725157,0.40041817698453286,-0.5825921897725157
ours-r1-ablation,1,1,217,10.566419573502797,12.433580426497203,0.15007033587312682,0.050771132781834656,0.10154226556366928,0.30014067174625364,0.19859840618258434,0.29292933729501835,0.29292933729501824,0.2929293372950184,0.19138707173134906,0.9820806337359796,4,0.16666666666666666,0.9830762890727218,-0.39670301562840554,0.5851135550346519,0.39670301562840543,-0.5851135550346519
ours-r1-ablation,1,1,218,10.586454542357398,12.413545457642602,0.14908172362322716,0.051708387089529656,0.10341677417905928,0.2981634472464543,0.19474667306739504,0.29055813024223404,0.29055813024223404,0.29055813024223404,0.18714135606317475,0.9807188900315553,4,0.16666666666666666,0.9827638709701568,-0.39253418372764753,0.587901553743249,0.3925341837276477,-0.5879015537432489
ours-r1-ablation,1,1,219,10.608993475811632,12.391006524188368,0.14796250139242434,0.05277099929768423,0.10554199859536843,0.29592500278484873,0.1903830041894803,0.2878863220260208,0.2878863220260208,0.2878863220260208,0.18234432343065238,0.9791419519933243,4,0.16666666666666666,0.9824096669007719,-0.3878614176268754,0.5909754709245939,0.3878614176268755,-0.5909754709245939
ours-r1-ablation,1,1,220,10.633974596215563,12.366025403784437,0.1467134641406588,0.05395873916094147,0.10791747832188296,0.29342692828131767,0.1855094499594347,0.2849140747480675,0.28491407474806746,0.2849140747480675,0.17699659642618454,0.9773173023740754,4,0.16666666666666666,0.9820137536130195,-0.38263920520016365,0.5943479525638266,0.3826392052001637,-0.5943479525638266
ours-r1-ablation,1,1,221,10.661329432054576,12.338670567945424,0.14533569217081865,0.05527114019583064,0.11054228039166122,0.29067138434163736,0.18012910394997614,0.28164439156743376,0.28164439156743376,0.28164439156743376,0.17110211117577254,0.975211214181341,4,0.16666666666666666,0.9815762866013898,-0.3768289204828764,0.5980235700563618,0.3768289204828765,-0.5980235700563618
ours-r1-ablation,1,1,222,10.690983005625052,12.309016994374948,0.14383060671195821,0.05670743972283804,0.11341487944567606,0.28766121342391654,0.17424633397824046,0.2780839817932569,0.2780839817932569,0.2780839817932569,0.1646691023475808,0.9727899141236287,4,0.16666666666666666,0.9810975200923874,-0.37040149841600006,0.6019973335029173,0.3704014984160002,-0.6019973335029173
ours-r1-ablation,1,1,223,10.722854038543028,12.277145961456972,0.1422000265452471,0.05826651774666908,0.11653303549333816,0.2844000530904941,0.16786701759715594,0.2742442260624489,0.27424422606244886,0.2742442260624489,0.15771119056911076,0.9700213593515973,4,0.16666666666666666,0.980577827417777,-0.3633406715150433,0.6062532637995697,0.36334067151504346,-0.6062532637995697
ours-r1-ablation,1,1,224,10.756855174522606,12.243144825477394,0.1404462240765282,0.05994683618030585,0.11989367236061174,0.28089244815305653,0.1609987757924448,0.2701421757263429,0.2701421757263429,0.27014217572634297,0.15024850336573117,0.9668777350112725,4,0.16666666666666666,0.9800177212732314,-0.35564671174170626,0.6107631869448724,0.3556467117417061,-0.6107631869448725
