iteration,lambda2,lambda3,fiedler_gap,control_error_to_central,objective,objective_gap,exact_global_matrix_margin,minimum_local_matrix_margin,master_residual_eta_q,resource_zero_sum_error,resource_projection_count,maximum_resource_state_norm,active_edge_count,consensus_step,consensus_contraction
31,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,306.64805641109496,47088.34838269472,47088.2250711678,1.3304906960541127,-6.401159010197216e-12,44552.5067691937,5.003707553108401e-17,0.0,0.5246481664817655,6,0.1,0.978579675413696
32,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,160.4265283815225,12906.064499604838,12905.941188077915,0.6966381277817633,-1.8107042214381302e-11,69970.40325269513,1.6653345369377348e-16,6.0,1.0,6,0.1,0.978579675413696
33,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,342.2890438539319,58661.04216114883,58660.91884962191,1.4847666389112322,-1.8014877787056565e-11,149179.74157637774,6.206335383118183e-17,6.0,1.0,6,0.1,0.978579675413696
34,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,305.38471317786434,46701.68522578718,46701.56191426026,1.3277984814992663,-5.616495490892133e-12,44368.77188679431,3.4867510341210807e-17,0.0,0.5497480090265281,6,0.1,0.978579675413696
35,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,105.75307182492288,5616.570852846212,5616.447541319289,0.45572099129287075,-1.87371644769015e-11,46153.89050852801,0.0,3.0,1.0000000000000002,6,0.1,0.978579675413696
36,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,236.65590614263235,28058.94599363756,28058.822682110636,1.0247039815006245,-8.765402394531145e-12,34390.97642695058,3.6880726988814706e-17,0.0,0.6700859039388397,6,0.1,0.978579675413696
37,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,62.88475582311685,1997.5705640466601,1997.447252519737,0.36098775647412595,-1.8381671011560825e-11,6061.2405199996365,4.473434455583162e-17,0.0,0.6674734675502775,6,0.1,0.978579675413696
38,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,82.77308143382152,3443.3701173505156,3443.2468058235922,0.31587122315153576,-8.091584336222302e-12,12033.470671959263,5.463690523629807e-17,0.0,0.4197593908199039,6,0.1,0.978579675413696
39,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,179.2486029860733,16105.196999658881,16105.073688131959,0.7310370194197313,-1.853148727135286e-11,78097.45958285795,8.886119947416683e-17,6.0,1.0,6,0.1,0.978579675413696
40,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,330.06244306050763,54549.45425476672,54549.3309432398,1.399695676431822,-1.844491139187325e-11,143790.49279328587,1.1443916996305594e-16,6.0,1.0,6,0.1,0.978579675413696
41,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,301.50923350550613,45524.663109438785,45524.539797911864,1.3094304929017393,-1.012505523831406e-11,43806.23384108976,7.473417450352271e-17,0.0,0.5746637981796122,6,0.1,0.978579675413696
42,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,92.51744920742301,4301.565738374849,4301.442426847926,0.40038503335541303,-6.073044032104841e-12,13464.08243594471,1.5515838457795457e-17,0.0,0.2859828277109761,6,0.1,0.978579675413696
43,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,109.1116297067154,5978.361735193408,5978.238423666485,0.4740122043177823,-1.8713500239625774e-11,47619.73952584309,1.1857187100668868e-16,3.0,1.0,6,0.1,0.978579675413696
44,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,306.3975580520573,47011.7934439354,47011.67013240848,1.3256962477800862,-7.842722228251457e-12,44515.942782723665,1.962615573354719e-17,0.0,0.3293654441635207,6,0.1,0.978579675413696
45,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,33.03191841619047,556.7470482393894,556.6237367124663,0.1973582037438401,-1.85750965893928e-11,9487.912265461646,1.3877787807814457e-17,0.0,0.43429436216069767,6,0.1,0.978579675413696
46,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,79.03082637373555,3141.095645756959,3140.972334230036,0.3329304945645441,-8.271507118909596e-12,11506.16576566174,3.469446951953614e-18,0.0,0.19065547891563905,6,0.1,0.978579675413696
47,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,51.48494046936864,1336.722308856325,1336.598997329402,0.20511024694590235,-1.857284939456131e-11,22481.89365960566,2.8609792490763984e-17,0.0,0.5831685580794381,6,0.1,0.978579675413696
48,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,143.00529995898793,10261.421725756712,10261.29841422979,0.556537544146624,-9.163234077669329e-12,20768.660087988526,2.4532694666933987e-18,0.0,0.20379333459176383,6,0.1,0.978579675413696
49,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,40.7674275459541,842.0902337516068,841.9669222246837,0.11086172102026606,-1.8666937185147935e-11,17318.03253064121,4.4022346672339675e-17,0.0,0.49558470476569566,6,0.1,0.978579675413696
50,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,98.97032180302145,4914.199083583137,4914.075772056213,0.2583037845196202,-8.2412337736906e-12,14230.81447505035,6.938893903907228e-18,0.0,0.25662266204266987,6,0.1,0.978579675413696
51,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,56.988453398440946,1630.7724633044847,1630.6491517775617,0.0843489603312798,-1.2456759069759133e-11,23194.443138412047,5.551115123125783e-17,0.0,0.7549832644195366,6,0.1,0.978579675413696
52,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,100.30690190529067,5066.435856469468,5066.312544942544,0.12998439162977365,-9.508238282746472e-12,13070.805062734611,2.7755575615628914e-17,0.0,0.44837200189000154,6,0.1,0.978579675413696
53,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,87.66195230548331,3879.818819626476,3879.6955080995526,0.13031013380258202,-1.8801121211898198e-11,31854.87612962938,6.206335383118183e-17,0.0,0.8342894242390929,6,0.1,0.978579675413696
54,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,150.27838613382124,11323.980251815598,11323.856940288675,0.5787876391360296,-1.0039485199315794e-11,18972.25358602845,3.7367087251761353e-17,0.0,0.4825025048267286,6,0.1,0.978579675413696
55,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,68.04352023024249,2322.4568655304697,2322.3335540035464,0.10203279242250052,-1.8722935513994677e-11,19670.830460834943,2.964296775167217e-17,0.0,0.6809928613953593,6,0.1,0.978579675413696
56,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,117.95656366747129,6988.8265478202575,6988.703236293334,0.47303021132084705,-1.7373544083073575e-11,18206.267298586896,3.469446951953614e-18,0.0,0.351146031526583,6,0.1,0.978579675413696
57,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,55.158084387612696,1540.0385697009615,1539.9152581740384,0.25901482920066415,-8.417353988704519e-12,6999.439374347631,5.763878168445254e-17,0.0,0.2518968237993345,6,0.1,0.978579675413696
58,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,20.355814323510998,215.8650011871629,215.74168966023976,0.07188322879024539,-1.8294898257206515e-11,4586.237266895692,3.7084152287924965e-17,0.0,0.2555718716061307,6,0.1,0.978579675413696
59,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,25.936675325911057,344.1782754620666,344.05496393514346,0.0876825157666388,-8.23939382159058e-12,3507.347151287894,1.4304896245381992e-17,0.0,0.18217598899953122,6,0.1,0.978579675413696
60,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,13.083883734689437,90.42158099812137,90.29826947119822,0.04606140150856628,-1.7883716188289268e-11,4813.111940771998,6.628369094757308e-17,0.0,0.23491218055662696,6,0.1,0.978579675413696
61,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,20.946493545872922,222.9424397360972,222.81912820917407,0.055134666731778165,-6.282737239770459e-12,2829.0294540487967,2.434800425099963e-17,0.0,0.18903630962240695,6,0.1,0.978579675413696
62,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,11.223307925365,64.44308562362211,64.31977409669896,0.02087212249940012,-1.8738035387562178e-11,3690.475025626965,2.797157557069881e-17,0.0,0.21732595963706802,6,0.1,0.978579675413696
63,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,20.768529191528025,221.56997551568196,221.44666398875881,0.0963036061740143,-1.8327074726214298e-11,3088.742763851199,2.969368287472575e-17,0.0,0.18133110433991165,6,0.1,0.978579675413696
64,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,7.986212391310287,34.47679017401471,34.35347864709157,0.043405627138607336,-7.359808400080195e-18,1064.0738695884675,1.734723475976807e-17,0.0,0.16035689388068514,6,0.1,0.978579675413696
65,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,2.8671742963348676,5.170370406155963,5.047058879232823,0.016446670393506824,-2.9132574916984104e-18,373.430649020242,1.97026712507607e-17,0.0,0.1553396755413272,6,0.1,0.978579675413696
66,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,1.7652264491930547,2.1230601802269926,1.9997486533038527,0.007207991814156999,-1.8409800965912642e-11,584.6320011407025,1.3877787807814457e-17,0.0,0.1574578460230443,6,0.1,0.978579675413696
67,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,3.180730404311183,6.005098980678385,5.881787453755245,0.014343961267499783,-5.5198563000601466e-18,472.80380741841464,1.0551910960100405e-17,0.0,0.15211884895995195,6,0.1,0.978579675413696
68,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.850272356575974,0.7800031230074828,0.6566915960843429,0.005476800488797442,-3.6799042000400975e-18,129.4696411361669,1.5899003276961254e-17,0.0,0.15039862278317948,6,0.1,0.978579675413696
69,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.5103830084805862,0.37184951028024305,0.24853798335710314,0.002193664314394588,-1.9166167708542173e-18,128.8628114421713,1.7433755170605403e-17,0.0,0.14975119873621404,6,0.1,0.978579675413696
70,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.7558158364183211,0.5960067143181192,0.47269518739497934,0.0034213291881514895,-2.6065988083617358e-18,122.93969512382345,2.8025315438821013e-17,0.0,0.1488364251180301,6,0.1,0.978579675413696
71,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.3363890687423723,0.25439705796058687,0.13108553103744697,0.0013815715457016612,-2.4532694666933983e-18,66.05043874239495,1.7690777709386487e-17,0.0,0.1483911920504297,6,0.1,0.978579675413696
72,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.45422600020822695,0.3153722609987315,0.1920607340755916,0.0016456992726696228,-3.2199161750350854e-18,77.27113740278901,6.938893903907228e-18,0.0,0.1480149060853752,6,0.1,0.978579675413696
73,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.4620611335136376,0.27900969930618613,0.15569817238304623,0.0009002329521754339,-3.52657485837176e-18,172.44281941812062,7.757919228897728e-18,0.0,0.14908402282869063,6,0.1,0.978579675413696
74,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.811944182490059,0.6307054829183805,0.5073939559952406,0.0032402603053878253,-1.3799640750150366e-18,134.56224491448688,2.969368287472575e-17,0.0,0.14754275045626808,6,0.1,0.978579675413696
75,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.30426280572101777,0.2488951151949693,0.12558358827182942,0.0014583774163654,-1.8016197646029645e-18,60.58609052839834,3.469446951953614e-18,0.0,0.14733738454683756,6,0.1,0.978579675413696
76,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.2488590032467941,0.178807629066526,0.055496102143386114,0.0004427805076684249,-5.999010492773701e-18,41.39524395984124,7.757919228897728e-18,0.0,0.14722703742377824,6,0.1,0.978579675413696
77,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.28391568184710564,0.20729295610983534,0.08398142918669545,0.0008098852578845035,-3.373245516703423e-18,48.94007723001495,2.8025315438821013e-17,0.0,0.1468668034004639,6,0.1,0.978579675413696
78,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.3026204760523638,0.19314389597614334,0.06983236905300345,0.0004271688015551078,-3.9865628833767725e-18,107.83064231616544,1.0971354589302191e-17,0.0,0.14781933916378875,6,0.1,0.978579675413696
79,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.4877080807372769,0.33621544069034304,0.21290391376720313,0.001742620597731063,-6.746491033406846e-18,89.54045453082209,2.5018537765542006e-17,0.0,0.1467279572085977,6,0.1,0.978579675413696
80,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.24643014748816844,0.19579451169645562,0.07248298477331573,0.0007766098038520745,-5.941511989648074e-18,50.481628631997026,1.0551910960100405e-17,0.0,0.1466310475985899,6,0.1,0.978579675413696
81,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.24648873940302415,0.16567796567391194,0.04236643875077205,0.00018939664449108126,-5.673185641728484e-18,56.925792902621865,3.291406376790657e-17,0.0,0.14719388690519092,6,0.1,0.978579675413696
82,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.25009425879494923,0.20598066965144068,0.0826691427283008,0.0009521218131752762,-3.1240853364923745e-18,46.869632638886394,1.0551910960100405e-17,0.0,0.14664464881613226,6,0.1,0.978579675413696
83,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.1611125635166138,0.1511747876559281,0.027863260732788206,0.0002667190375795817,-1.3991302427235788e-18,15.283524583647004,5.204170427930421e-18,0.0,0.14682474839921028,6,0.1,0.978579675413696
84,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.19161386297838606,0.15013133562102848,0.026819808697888595,0.0001452031667931084,-2.836592820864242e-18,26.415709247281228,1.734723475976807e-18,0.0,0.14665449339744557,6,0.1,0.978579675413696
85,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.29607055443617825,0.18391833996904913,0.060606813045909244,0.0002949347042602601,-3.0090883302411213e-18,118.2994209203512,1.0971354589302191e-17,0.0,0.14793566098374572,6,0.1,0.978579675413696
86,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.4654511021356049,0.32205861093569155,0.19874708401255164,0.0016759409245616357,-3.8811489609797904e-18,93.01814363445698,1.4409695421113136e-17,0.0,0.14681318232551557,6,0.1,0.978579675413696
87,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.2551273700709139,0.20175132778010252,0.07843980085696263,0.0008300498510741912,-4.331553902130531e-18,56.74645223759784,1.3877787807814457e-17,0.0,0.1468153400443484,6,0.1,0.978579675413696
88,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.18890530686274545,0.14893082467500884,0.025619297751868955,0.00012687233089389094,-5.2131976167234716e-18,25.230579654979774,1.4409695421113136e-17,0.0,0.14675080535488963,6,0.1,0.978579675413696
89,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.18457140538229055,0.15495422091328726,0.031642693990147366,0.0002614653195215557,-4.906538933386797e-18,64.06091719002954,1.0551910960100405e-17,0.0,0.14747133820856162,6,0.1,0.978579675413696
90,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.2861309388659111,0.20658797153660163,0.08327644461346174,0.0007854337730429637,-1.2266347333466992e-18,63.918368386090634,1.5515838457795457e-17,0.0,0.14681893754111353,6,0.1,0.978579675413696
91,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.18759451026105306,0.1627832767322826,0.03947174980914271,0.00040578673672833545,-3.6799042000400975e-18,43.52791832752606,2.98453111774546e-17,0.0,0.14707643964266207,6,0.1,0.978579675413696
92,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.19509817125272544,0.14701679452367228,0.02370526760053239,6.985376294227309e-05,-3.823650457854164e-18,39.65844408938074,1.5222136723669557e-17,0.0,0.14693445008138326,6,0.1,0.978579675413696
93,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.23481670071559277,0.17033076318901164,0.04701923626587175,0.000359034964788178,-1.954949106271302e-18,92.77756003173235,1.4304896245381992e-17,0.0,0.14789567661081549,6,0.1,0.978579675413696
94,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.360645398947783,0.2463066520693545,0.12299512514621462,0.0010752227951249507,-3.0570037495124767e-18,82.51031007415533,6.938893903907228e-18,0.0,0.14703927856306542,6,0.1,0.978579675413696
95,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.22228808230303407,0.17904468394781595,0.05573315702467606,0.0005637593555631081,-3.411577852120507e-18,53.40514002696202,1.5612511283791264e-17,0.0,0.1471282832167231,6,0.1,0.978579675413696
96,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.15806040479931235,0.14132949497824232,0.018017968055102432,8.435408874432658e-05,-5.6156871386028575e-18,26.530209095929767,1.6996749443881478e-17,0.0,0.14728238543676944,6,0.1,0.978579675413696
97,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.11286490804248958,0.1428343904538748,0.019522863530734916,0.0002434201862667124,-4.714877256301375e-18,28.49109706836396,1.3985787785349405e-17,0.0,0.14714229310244417,6,0.1,0.978579675413696
98,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.19586504816057673,0.14861323524922387,0.025301708326083985,8.951090652749684e-05,-3.17200075576373e-18,70.67289003736953,1.471961680016039e-17,0.0,0.14784358655517008,6,0.1,0.978579675413696
99,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.2347627585204312,0.19668029670075787,0.07336876977761798,0.0008386383033089681,-5.596520970894315e-18,50.591878635176045,1.4821483875836085e-17,0.0,0.1472479090796343,6,0.1,0.978579675413696
100,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.10303486373550914,0.13908695447962,0.015775427556480107,0.00019400972384466626,-4.906538933386797e-18,24.082770882402105,4.9065389333867974e-18,0.0,0.14719149821515704,6,0.1,0.978579675413696
101,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.16575982449496668,0.14195431500727765,0.01864278808413776,6.73161053935333e-05,-5.2131976167234716e-18,54.15928868533278,3.878959614448864e-18,0.0,0.14774533173851906,6,0.1,0.978579675413696
102,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.1814569186641547,0.17177720688940323,0.048465679966263345,0.0005837710385475764,-3.1624176719094588e-18,42.354496537289606,1.7433755170605403e-17,0.0,0.1472911237407034,6,0.1,0.978579675413696
103,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.0894671545556268,0.13305576747796866,0.009744240554828767,0.00010161961691549856,-3.52657485837176e-18,10.314787252501972,2.0304417714388973e-17,0.0,0.14737497573995903,6,0.1,0.978579675413696
104,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.10168052300958853,0.13221256410532167,0.008901037182181784,5.851054500946064e-05,-5.2131976167234716e-18,14.145901586337153,1.3985787785349405e-17,0.0,0.14754168035394763,6,0.1,0.978579675413696
105,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.09377189770485041,0.13437281835558573,0.011061291432445844,0.00012365226726855725,-3.814067373999893e-18,22.691265432007796,3.469446951953614e-18,0.0,0.14740158052219132,6,0.1,0.978579675413696
106,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.17649006294675607,0.14360475644975373,0.020293229526613846,7.052287542532506e-05,-5.673185641728484e-18,69.04598122677675,7.152448122690996e-18,0.0,0.14807098423087342,6,0.1,0.978579675413696
107,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.22342038124111202,0.18731007204858113,0.06399854512544124,0.0007146837906559652,-4.7532095917184595e-18,50.316904098522336,1.471961680016039e-17,0.0,0.14749290778633634,6,0.1,0.978579675413696
108,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.09227224252844586,0.13601870399596203,0.012707177072822137,0.00015677199883937492,-1.8399521000200487e-18,25.021675169658455,1.8683543625880677e-17,0.0,0.14746254678569934,6,0.1,0.978579675413696
109,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.14285907332335357,0.13656858431360058,0.013257057390460694,3.5880748856842275e-05,-5.749850312562652e-19,43.781795352977106,1.4409695421113136e-17,0.0,0.1478604943073731,6,0.1,0.978579675413696
110,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,0.14632152692445088,0.15432003720402268,0.031008510280882792,0.00036063838244144737,-3.6799042000400975e-18,38.48757251784001,2.434800425099963e-17,0.0,0.14752270648459695,6,0.1,0.978579675413696
