iteration,lambda2,lambda3,fiedler_gap,control_error_to_central,objective,objective_gap,exact_global_matrix_margin,minimum_local_matrix_margin,master_residual_eta_q,resource_zero_sum_error,resource_projection_count,maximum_resource_state_norm,active_edge_count,consensus_step,consensus_contraction
1018,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,8.217470214914217e-06,0.12331152700355111,8.041121934976303e-11,8.352359602559201e-13,-4.05364447035667e-18,0.00035688290805917407,1.97026712507607e-17,0.0,0.14884999973011823,6,0.1,0.978579675413696
1019,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,8.166464535413623e-06,0.1233115270025569,7.94170146312112e-11,8.249238965529759e-13,-7.513137741748532e-18,0.00035464824501057546,1.4821483875836085e-17,0.0,0.1488500005205245,6,0.1,0.978579675413696
1020,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,8.115951125957742e-06,0.12331152700157473,7.843484195468875e-11,8.146851249168918e-13,-4.925705101095339e-18,0.0003524630974745237,3.878959614448864e-18,0.0,0.14885000130639442,6,0.1,0.978579675413696
1021,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,8.065717709358814e-06,0.12331152700060488,7.746499275373964e-11,8.045981415849557e-13,-5.069451358909405e-18,0.00035027817617846926,1.5612511283791264e-17,0.0,0.1488500020866821,6,0.1,0.978579675413696
1022,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,8.015659053003605e-06,0.12331152699964808,7.650818867332987e-11,7.946820285154033e-13,-3.564907193788844e-18,0.0003480938820998439,1.5515838457795457e-17,0.0,0.14885000286074068,6,0.1,0.978579675413696
1023,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,7.967747783340363e-06,0.12331152699870436,7.556447134682287e-11,7.84601550396502e-13,-4.4465509083817845e-18,0.00034597766668576955,1.5222136723669557e-17,0.0,0.1488500036288091,6,0.1,0.978579675413696
1024,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,7.91843265456812e-06,0.12331152699777183,7.463193951728897e-11,7.749226607622894e-13,-5.5198563000601466e-18,0.000343836605992679,1.4409695421113136e-17,0.0,0.14885000439185017,6,0.1,0.978579675413696
1025,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,7.867651960900959e-06,0.12331152699685109,7.371120380739171e-11,7.656535995492764e-13,-5.2131976167234716e-18,0.0003416710735564765,1.4821483875836085e-17,0.0,0.1488500051507097,6,0.1,0.978579675413696
1026,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,7.820861876769882e-06,0.12331152699594328,7.280338831794353e-11,7.559187650829635e-13,-1.6866227583517114e-18,0.0003396135081173416,1.3877787807814457e-17,0.0,0.1488500059044761,6,0.1,0.978579675413696
1027,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,7.77249059130197e-06,0.12331152699504702,7.190713302573926e-11,7.466366934438806e-13,-1.9645321901255727e-18,0.0003375007217096103,1.5222136723669557e-17,0.0,0.14885000665222214,6,0.1,0.978579675413696
1028,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,7.722716361788472e-06,0.12331152699416206,7.102217425281054e-11,7.377353936077746e-13,-4.417801656818971e-18,0.0003353827941837555,1.8683543625880677e-17,0.0,0.14885000739512505,6,0.1,0.978579675413696
1029,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,7.675114676909313e-06,0.12331152699328801,7.014812342109877e-11,7.286428405084422e-13,-5.2131976167234716e-18,0.00033331469165789125,1.0551910960100405e-17,0.0,0.14885000813478608,6,0.1,0.978579675413696
1030,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,7.629501573092819e-06,0.1233115269924255,6.92856050310553e-11,7.194175810631975e-13,-1.4087133265778498e-18,0.00033129426188477525,1.0551910960100405e-17,0.0,0.14885000886916921,6,0.1,0.978579675413696
1031,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,7.5807187719169535e-06,0.1233115269915743,6.8434410915863e-11,7.10855853347514e-13,-6.746491033406846e-18,0.00032922182483620426,2.2484586062492888e-17,0.0,0.14885000959753403,6,0.1,0.978579675413696
1032,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,7.534076186789394e-06,0.12331152699073368,6.759379167498025e-11,7.021158827946739e-13,-2.414937131276314e-18,0.0003271987123876037,1.3877787807814457e-17,0.0,0.14885001032024392,6,0.1,0.978579675413696
1033,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,7.4894805339081934e-06,0.12331152698990444,6.676455222009992e-11,6.932284607463757e-13,-5.807348815688279e-18,0.00032520995041825963,1.3877787807814457e-17,0.0,0.14885001103829645,6,0.1,0.978579675413696
1034,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,7.441734890649724e-06,0.12331152698908562,6.594573498386325e-11,6.849854884694029e-13,-4.4465509083817845e-18,0.0003231790689158328,7.757919228897728e-18,0.0,0.14885001175243417,6,0.1,0.978579675413696
1035,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,7.39772512541027e-06,0.12331152698827778,6.513789507778256e-11,6.763266162390646e-13,-4.427384740673242e-18,0.0003212318535846261,1.3985787785349405e-17,0.0,0.1488500124609552,6,0.1,0.978579675413696
1036,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,7.35396899576983e-06,0.12331152698747858,6.433868715571833e-11,6.677592506720842e-13,-7.014817381326436e-18,0.00031928408648134246,8.673617379884035e-18,0.0,0.1488500131648119,6,0.1,0.978579675413696
1037,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,7.307070542579631e-06,0.12331152698669107,6.355117820877609e-11,6.5984891162163e-13,-5.4144423776631645e-18,0.0003172977160910512,0.0,0.0,0.14885001386557467,6,0.1,0.978579675413696
1038,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,7.260163995975028e-06,0.12331152698591387,6.277398045817506e-11,6.521064070674765e-13,-8.433113791758557e-19,0.00031529615265933305,1.5222136723669557e-17,0.0,0.14885001455985208,6,0.1,0.978579675413696
1039,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,7.2184711422853e-06,0.12331152698514597,6.200608082540526e-11,6.437394020619713e-13,-6.334418427673189e-18,0.00031353762855155837,5.204170427930421e-18,0.0,0.14885001525250097,6,0.1,0.978579675413696
1040,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,7.173295661777661e-06,0.12331152698438734,6.124745155489109e-11,6.359556978252634e-13,-2.3382724604421455e-18,0.00031149337741235287,1.5515838457795457e-17,0.0,0.14885001593719746,6,0.1,0.978579675413696
1041,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,7.127692154384157e-06,0.12331152698363898,6.049909184735469e-11,6.284248295351791e-13,-4.7915419271355434e-18,0.0003095554541925776,1.7433755170605403e-17,0.0,0.14885001661838343,6,0.1,0.978579675413696
1042,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,7.085706984808577e-06,0.12331152698290146,5.97615706920962e-11,6.205370418899125e-13,-7.05314971674352e-18,0.0003076798507864654,1.4304896245381992e-17,0.0,0.14885001729424813,6,0.1,0.978579675413696
1043,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,7.040591599751218e-06,0.12331152698217226,5.90323762095224e-11,6.132204119491114e-13,-4.906538933386797e-18,0.00030576182990293884,4.9065389333867974e-18,0.0,0.14885001796569028,6,0.1,0.978579675413696
1044,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,6.997737165068483e-06,0.12331152698145173,5.831184146654067e-11,6.05693013105979e-13,-7.062732800597792e-18,0.00030391207053554793,1.97026712507607e-17,0.0,0.1488500186343933,6,0.1,0.978579675413696
1045,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,6.954866964850289e-06,0.12331152698074148,5.7601590164324534e-11,5.983412550147893e-13,-3.1528345880551876e-18,0.0003020341447286375,3.469446951953614e-18,0.0,0.14885001929673833,6,0.1,0.978579675413696
1046,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,6.914181276852399e-06,0.12331152698003928,5.689938797903693e-11,5.907730901699715e-13,-4.887372765678255e-19,0.00030022843290468333,3.469446951953614e-18,0.0,0.14885001995561228,6,0.1,0.978579675413696
1047,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,6.87201876341361e-06,0.12331152697934697,5.62070806564563e-11,5.835800592768337e-13,-6.439832350070171e-18,0.00029840477925501224,7.152448122690996e-18,0.0,0.14885002060995445,6,0.1,0.978579675413696
1048,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,6.828111233160705e-06,0.12331152697866284,5.552294735089447e-11,5.767704022718867e-13,-5.979844325065159e-18,0.00029652573658332245,1.97026712507607e-17,0.0,0.14885002125909313,6,0.1,0.978579675413696
1049,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,6.786572682713892e-06,0.12331152697798795,5.4848056652012644e-11,5.697334964915868e-13,-1.9166167708542174e-20,0.00029473680641923665,1.5515838457795457e-17,0.0,0.14885002190568675,6,0.1,0.978579675413696
1050,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,6.745097897903918e-06,0.123311526977322,5.418211712626686e-11,5.628436085258759e-13,-3.2199161750350854e-18,0.00029292541302639757,1.0408340855860843e-17,0.0,0.14885002254689872,6,0.1,0.978579675413696
1051,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,6.703968000682121e-06,0.12331152697666306,5.3523172005576214e-11,5.560022928174924e-13,-4.906538933386797e-18,0.000291140995695542,1.471961680016039e-17,0.0,0.14885002318382742,6,0.1,0.978579675413696
1052,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,6.663215150607373e-06,0.12331152697601415,5.287426052547062e-11,5.492572542620255e-13,-1.6866227583517114e-18,0.00028937785367706405,1.734723475976807e-18,0.0,0.14885002381645526,6,0.1,0.978579675413696
1053,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,6.622638405231715e-06,0.12331152697537219,5.2232301817056737e-11,5.425907119438467e-13,-5.5198563000601466e-18,0.00028760738797047367,6.2546344413855015e-18,0.0,0.1488500244448559,6,0.1,0.978579675413696
1054,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,6.584310565151694e-06,0.1233115269747387,5.159880855920562e-11,5.357363858093933e-13,-7.513137741748532e-18,0.00028591774084446277,1.6365348541700844e-17,0.0,0.14885002506984968,6,0.1,0.978579675413696
1055,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,6.5424984128298824e-06,0.12331152697411399,5.0974099941036854e-11,5.295069938071606e-13,-3.814067373999893e-18,0.00028413010146204667,1.7690777709386487e-17,0.0,0.14885002568965322,6,0.1,0.978579675413696
1056,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,6.502767534674941e-06,0.1233115269734963,5.035641348349884e-11,5.230880832651774e-13,-2.7599281500300733e-18,0.0002824093429181991,2.969368287472575e-17,0.0,0.14885002630465172,6,0.1,0.978579675413696
1057,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,6.463365522316153e-06,0.12331152697288773,4.974784473255056e-11,5.16763281471766e-13,-2.4245202151305852e-18,0.0002806891698586752,2.881939084222627e-17,0.0,0.14885002691657573,6,0.1,0.978579675413696
1058,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,6.425805912454942e-06,0.12331152697228545,4.914556261947922e-11,5.102849566507306e-13,-4.2932215667134474e-18,0.0002790127103424535,1.5899003276961254e-17,0.0,0.14885002752442436,6,0.1,0.978579675413696
1059,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,6.3868327681735425e-06,0.12331152697169105,4.855116308988272e-11,5.041102084379911e-13,-6.286503008401834e-18,0.00027733375414159053,1.7433755170605403e-17,0.0,0.1488500281274062,6,0.1,0.978579675413696
1060,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,6.3462155111680636e-06,0.12331152697110397,4.796407715446094e-11,4.982737313030672e-13,-3.593656445351658e-18,0.00027559941964672743,3.878959614448864e-18,0.0,0.14885002872652175,6,0.1,0.978579675413696
1061,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,6.307662889540463e-06,0.12331152697052457,4.7384679513484684e-11,4.922620470970696e-13,-7.05314971674352e-18,0.00027393007705842515,7.152448122690996e-18,0.0,0.14885002932191077,6,0.1,0.978579675413696
1062,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,6.271317254524114e-06,0.12331152696995266,4.681277587792465e-11,4.860734210965223e-13,-3.6415718646230136e-18,0.0002723204781185529,7.152448122690996e-18,0.0,0.14885002991420662,6,0.1,0.978579675413696
1063,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,6.231646094704171e-06,0.12331152696938819,4.62482968588418e-11,4.804472791830605e-13,-4.906538933386797e-18,0.0002706379377632748,1.97026712507607e-17,0.0,0.1488500305024178,6,0.1,0.978579675413696
1064,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,6.19403333978023e-06,0.1233115269688305,4.5690617955784774e-11,4.746385576237522e-13,-7.05314971674352e-18,0.0002690067818180459,1.1636878843346593e-17,0.0,0.14885003108749356,6,0.1,0.978579675413696
1065,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,6.160051362183344e-06,0.12331152696827964,4.5139753046541387e-11,4.684724830283926e-13,-8.653524720406791e-18,0.00026744620494837805,2.1457344368072987e-17,0.0,0.148850031667714,6,0.1,0.978579675413696
1066,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,6.119328479105239e-06,0.12331152696773653,4.459664582068257e-11,4.632960681760778e-13,-5.8648473188139055e-18,0.0002657600610423193,2.881939084222627e-17,0.0,0.14885003224396523,6,0.1,0.978579675413696
1067,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,6.082407361068224e-06,0.12331152696719976,4.405986686606411e-11,4.577098249025635e-13,-2.7599281500300733e-18,0.0002641610184352394,2.434800425099963e-17,0.0,0.14885003281733794,6,0.1,0.978579675413696
1068,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,6.045723833606652e-06,0.12331152696666943,4.352954108277629e-11,4.521990421002542e-13,-5.2131976167234716e-18,0.00026256699716199565,2.5078606370050884e-17,0.0,0.14885003338516903,6,0.1,0.978579675413696
1069,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,6.011100105907097e-06,0.12331152696614589,4.300600153772649e-11,4.46529965780762e-13,-3.076169917221019e-18,0.0002610142304949227,1.4304896245381992e-17,0.0,0.14885003395025564,6,0.1,0.978579675413696
1070,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.974783086359539e-06,0.12331152696562933,4.248944251994402e-11,4.411870174747534e-13,-3.2294992588893565e-18,0.00025943534212452443,1.0971354589302191e-17,0.0,0.14885003451075401,6,0.1,0.978579675413696
1071,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.93689082157076e-06,0.12331152696511848,4.197858727295056e-11,4.361190228396872e-13,-3.919481296396875e-18,0.00025782891967544164,2.2484586062492888e-17,0.0,0.14885003506777233,6,0.1,0.978579675413696
1072,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.9012043576410624e-06,0.12331152696461495,4.147505949791963e-11,4.3087148432485733e-13,-5.4527747130802484e-18,0.00025629053113248175,2.281672496420498e-17,0.0,0.1488500356220792,6,0.1,0.978579675413696
1073,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.8657525208461185e-06,0.12331152696411825,4.0978359594490144e-11,4.257137177499093e-13,-3.718236535457182e-18,0.0002547491258075637,1.7433755170605403e-17,0.0,0.14885003617266285,6,0.1,0.978579675413696
1074,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.8321842544030925e-06,0.12331152696362647,4.048658630573243e-11,4.2040069342386133e-13,-1.9932814416883862e-18,0.00025324602585085433,1.993045536433795e-17,0.0,0.14885003671877045,6,0.1,0.978579675413696
1075,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.7971780598856656e-06,0.12331152696314067,4.000078046573208e-11,4.1533920400183e-13,-7.05314971674352e-18,0.0002517299381591315,1.3877787807814457e-17,0.0,0.1488500372621678,6,0.1,0.978579675413696
1076,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.7605788885207415e-06,0.12331152696266148,3.952159433051605e-11,4.105821585498326e-13,-3.52657485837176e-18,0.00025018303573126215,1.0971354589302191e-17,0.0,0.1488500378019174,6,0.1,0.978579675413696
1077,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.7275643608410795e-06,0.1233115269621889,3.9049014022296547e-11,4.054963829991376e-13,-4.4944663276531396e-18,0.0002487020771411627,1.8111044797400594e-17,0.0,0.14885003833736218,6,0.1,0.978579675413696
1078,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.69334976413708e-06,0.12331152696172235,3.858245667398563e-11,4.0062267739338076e-13,-1.533293416683374e-18,0.00024723305111739495,1.5612511283791264e-17,0.0,0.14885003887012785,6,0.1,0.978579675413696
1079,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.657497915678415e-06,0.12331152696126094,3.812104798495142e-11,3.9603910428898104e-13,-7.513137741748532e-18,0.000245711419715801,1.3985787785349405e-17,0.0,0.1488500394001082,6,0.1,0.978579675413696
1080,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.6253295162867165e-06,0.12331152696080531,3.766542633343306e-11,3.9110164759548205e-13,-4.868206597969713e-18,0.0002442736532000929,9.813077866773595e-18,0.0,0.14885003992646487,6,0.1,0.978579675413696
1081,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.58978306606091e-06,0.12331152696035522,3.7215328041462215e-11,3.8664427562395964e-13,-5.951095073502345e-18,0.00024276610519061484,6.2546344413855015e-18,0.0,0.1488500404475884,6,0.1,0.978579675413696
1082,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.556319954108186e-06,0.1233115269599108,3.6770905764704764e-11,3.820264417309094e-13,-6.133173666733496e-18,0.00024131249573943107,3.469446951953614e-18,0.0,0.14885004096558271,6,0.1,0.978579675413696
1083,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.52318786952644e-06,0.12331152695947217,3.633228440325098e-11,3.774558790525795e-13,-5.845681151105363e-18,0.00023987365091311872,1.6365348541700844e-17,0.0,0.1488500414811012,6,0.1,0.978579675413696
1084,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.490205421598269e-06,0.12331152695903909,3.5899200279132515e-11,3.729512358663367e-13,-3.286997762014983e-18,0.000238439168461518,3.878959614448864e-18,0.0,0.14885004199319446,6,0.1,0.978579675413696
1085,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.457358514223395e-06,0.12331152695861125,3.54713619588054e-11,3.6851901738521597e-13,-5.0598682750551345e-18,0.0002370089369394093,1.6365348541700844e-17,0.0,0.1488500425011452,6,0.1,0.978579675413696
1086,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.426554647289127e-06,0.12331152695818923,3.5049338431569765e-11,3.639263369825674e-13,-6.133173666733496e-18,0.00023563048891903554,1.4304896245381992e-17,0.0,0.14885004300749313,6,0.1,0.978579675413696
1087,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.392269227463109e-06,0.12331152695777178,3.4631894574310707e-11,3.598107055358124e-13,-2.1466107833567237e-18,0.00023418222315742439,7.757919228897728e-18,0.0,0.14885004350941583,6,0.1,0.978579675413696
1088,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.3618226588425325e-06,0.12331152695735943,3.4219543865177116e-11,3.553221085417224e-13,-4.0919768057737545e-18,0.00023282861155900353,4.9065389333867974e-18,0.0,0.14885004400812657,6,0.1,0.978579675413696
1089,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.328127476339508e-06,0.12331152695695285,3.3812966315771575e-11,3.5130405529049114e-13,-2.7599281500300733e-18,0.00023140598657940296,0.0,0.0,0.14885004450352662,6,0.1,0.978579675413696
1090,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.296384309577337e-06,0.1233115269565509,3.341101006970604e-11,3.471199022664351e-13,-6.899820375075183e-18,0.00023002640053009312,2.0816681711721685e-17,0.0,0.1488500449957326,6,0.1,0.978579675413696
1091,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.264729493875768e-06,0.12331152695615456,3.3014674327702664e-11,3.4302335277791585e-13,-1.523710332829103e-18,0.0002286422596919876,1.5612511283791264e-17,0.0,0.14885004548397315,6,0.1,0.978579675413696
1092,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.233505207695006e-06,0.1233115269557621,3.262221048849767e-11,3.3892246648070667e-13,-2.280773957316519e-18,0.00022729506251034998,1.5222136723669557e-17,0.0,0.14885004596996898,6,0.1,0.978579675413696
1093,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.202261487277261e-06,0.12331152695537523,3.223533939777923e-11,3.349195920598902e-13,-4.4465509083817845e-18,0.0002259284470046981,7.152448122690996e-18,0.0,0.1488500464519732,6,0.1,0.978579675413696
1094,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.171366883956574e-06,0.1233115269549928,3.1852909199159285e-11,3.309414374486064e-13,-2.4532694666933983e-18,0.0002245936981665376,3.345813473843216e-17,0.0,0.14885004693101445,6,0.1,0.978579675413696
1095,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.1408269682776375e-06,0.12331152695461622,3.147633542699424e-11,3.270114214137809e-13,-2.9228405755526816e-18,0.00022327385521521875,1.4821483875836085e-17,0.0,0.1488500474078007,6,0.1,0.978579675413696
1096,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.111894158303004e-06,0.12331152695424241,3.110252333460295e-11,3.229608420973751e-13,-2.6065988083617358e-18,0.00022195940316098282,1.0551910960100405e-17,0.0,0.14885004788064532,6,0.1,0.978579675413696
1097,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.081494739549963e-06,0.12331152695387462,3.073473420212025e-11,3.191431494076191e-13,-4.676544920884291e-18,0.00022064597899166687,1.4304896245381992e-17,0.0,0.14885004835126184,6,0.1,0.978579675413696
1098,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.049564470567591e-06,0.12331152695351054,3.037065043898224e-11,3.1555053708887115e-13,-7.05314971674352e-18,0.00021931082906877775,1.5612511283791264e-17,0.0,0.148850048818723,6,0.1,0.978579675413696
1099,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,5.0213446808693675e-06,0.12331152695315191,3.00120206464527e-11,3.116417714166264e-13,-3.948230547959688e-18,0.0002180442972731689,2.5257955065251657e-17,0.0,0.14885004928311862,6,0.1,0.978579675413696
1100,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,4.989855145095464e-06,0.12331152695279712,2.965723500114592e-11,3.0813936471862924e-13,-6.25775375683902e-18,0.00021671737796495052,1.7433755170605403e-17,0.0,0.148850049744442,6,0.1,0.978579675413696
1101,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,4.960239876278692e-06,0.1233115269524459,2.930601594730575e-11,3.04490807567781e-13,-4.254889231296363e-18,0.0002154285489207908,7.152448122690996e-18,0.0,0.1488500502020138,6,0.1,0.978579675413696
1102,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,4.93254657473343e-06,0.12331152695210071,2.8960819853374176e-11,3.0074120277445715e-13,-4.7532095917184595e-18,0.00021417853818800388,1.471961680016039e-17,0.0,0.148850050656768,6,0.1,0.978579675413696
1103,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,4.903446079227484e-06,0.1233115269517592,2.8619315250999477e-11,2.971863206913117e-13,-5.366526958391809e-19,0.00021292961904845458,1.4409695421113136e-17,0.0,0.14885005110866595,6,0.1,0.978579675413696
1104,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,4.872798116679246e-06,0.1233115269514213,2.8281404995667003e-11,2.938344012548555e-13,-4.398635489110429e-18,0.00021163700453260414,7.152448122690996e-18,0.0,0.1488500515592311,6,0.1,0.978579675413696
1105,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,4.84572852677545e-06,0.12331152695108837,2.7948476866157534e-11,2.90204926062243e-13,-6.593161691738508e-18,0.00021042047419542198,1.0551910960100405e-17,0.0,0.14885005200669613,6,0.1,0.978579675413696
1106,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,4.817051981830397e-06,0.123311526950758,2.761811612739251e-11,2.8677841351631983e-13,-1.4757949135577475e-18,0.0002091760186831833,1.4304896245381992e-17,0.0,0.14885005244948513,6,0.1,0.978579675413696
1107,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,4.786807167055013e-06,0.12331152695043363,2.7293736715172656e-11,2.835930275335574e-13,-1.3799640750150366e-18,0.0002078966952057541,1.5612511283791264e-17,0.0,0.1488500528895906,6,0.1,0.978579675413696
1108,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,4.758540202438283e-06,0.12331152695011192,2.697203571599971e-11,2.802432765014462e-13,-5.165282197452116e-18,0.00020666982113830756,3.878959614448864e-18,0.0,0.14885005332707044,6,0.1,0.978579675413696
1109,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,4.730584604542522e-06,0.1233115269497953,2.6655413987164422e-11,2.7695033766317323e-13,-2.9132574916984104e-18,0.00020545969437418582,2.2215299868541707e-17,0.0,0.14885005376184698,6,0.1,0.978579675413696
1110,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,4.702701549210392e-06,0.12331152694948219,2.6342303338644513e-11,2.7370380267788263e-13,-1.6866227583517114e-18,0.0002042387432080257,1.97026712507607e-17,0.0,0.14885005419388728,6,0.1,0.978579675413696
1111,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,4.674916810075885e-06,0.12331152694917297,2.603307847071079e-11,2.704989010560155e-13,-7.513137741748532e-18,0.00020302720296789942,2.797157557069881e-17,0.0,0.14885005462324608,6,0.1,0.978579675413696
1112,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,4.650259472494693e-06,0.12331152694886718,2.5727295294153407e-11,2.670723885100923e-13,-6.899820375075183e-18,0.0002020106403936797,1.7433755170605403e-17,0.0,0.1488500550518482,6,0.1,0.978579675413696
1113,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,4.620113014848306e-06,0.12331152694856486,2.542496768676017e-11,2.641684614113071e-13,-7.359808400080195e-18,0.0002006469842401209,7.152448122690996e-18,0.0,0.14885005547614757,6,0.1,0.978579675413696
1114,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,4.592959708519168e-06,0.1233115269482665,2.5126609126679966e-11,2.6106330638930864e-13,-6.286503008401834e-18,0.00019948496868678025,1.0408340855860843e-17,0.0,0.14885005589779332,6,0.1,0.978579675413696
1115,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,4.567696439295765e-06,0.1233115269479711,2.4831206535402828e-11,2.57821541893577e-13,-3.516991774517489e-18,0.00019833813213269581,1.7433755170605403e-17,0.0,0.1488500563166662,6,0.1,0.978579675413696
1116,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,4.539099877729769e-06,0.12331152694768036,2.4540466880829115e-11,2.5497442698863004e-13,-5.28986228755764e-18,0.00019713749835397783,2.281672496420498e-17,0.0,0.1488500567327247,6,0.1,0.978579675413696
1117,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,4.514075837009349e-06,0.12331152694739402,2.425412648499048e-11,2.518571289022997e-13,-5.826514983396821e-18,0.0001960096470992807,1.8683543625880677e-17,0.0,0.14885005714536162,6,0.1,0.978579675413696
1118,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,4.48753403927732e-06,0.12331152694710976,2.3969867757323016e-11,2.4890853267400814e-13,-4.2453061474420916e-18,0.00019485852331392711,2.3273757686693185e-17,0.0,0.14885005755544378,6,0.1,0.978579675413696
1119,0.21420324586304035,0.21420324586304054,1.942890293094024e-16,4.461040082976718e-06,0.12331152694682947,2.3689578076968587e-11,2.460167486395548e-13,-6.200255253713393e-18,0.00019370670415680448,5.204170427930421e-18,0.0,0.1488500579630052,6,0.1,0.978579675413696
