method,step,time_s,lambda_req,lambda_des,lambda2_pre,lambda2_post,connectivity_safety_margin,lambda3_post,fiedler_gap_post,exact_global_matrix_margin,minimum_local_matrix_margin,minimum_inner_local_matrix_margin,master_residual_eta_q,allocation_inner_iterations,control_correction,task_error,active_edge_count,edge_appearances,edge_disappearances,cumulative_edge_appearances,cumulative_edge_disappearances,consensus_step,consensus_contraction,resource_zero_sum_error,p1_x_m,p1_y_m,p2_x_m,p2_y_m,p3_x_m,p3_y_m,p4_x_m,p4_y_m,p5_x_m,p5_y_m,p6_x_m,p6_y_m
nominal,10,0.275,0.195,0.205,0.38862673953782056,0.3608453752926183,0.16584537529261828,0.3857555481961887,0.024910172903570393,-0.6236114944306828,,,,,0.0,12.893699892839662,15,0,0,0,0,0.1,0.9639154624707382,,14.74146597744034,0.4185194300140614,7.282384530799212,12.770732338437613,-7.076512695273422,13.083994136055066,-14.78224921998504,-0.27416627510215696,-7.6544348430200015,-12.490078578921688,7.480335982874362,-12.663377588015566
nominal,11,0.30000000000000004,0.195,0.205,0.3608453752926185,0.33689355080000594,0.14189355080000593,0.36189217976093907,0.024998628960933134,-0.5440971985561527,,,,,0.0,12.410186146858173,15,0,0,0,0,0.1,0.9663106449199994,,14.937633165786327,0.4420769138885341,7.384295110894242,12.941348925746203,-7.151636344200669,13.261599230953001,-14.977458011735601,-0.29005966478582607,-7.764832973906752,-12.657736707212125,7.586101921016573,-12.831376403464983
nominal,12,0.325,0.195,0.205,0.33689355080000616,0.3161514375789469,0.12115143757894692,0.34085303072435474,0.02470159314540782,-0.47795996474535274,,,,,0.0,11.944804166350995,12,0,3,0,3,0.1,0.9683848562421054,,15.12644408456934,0.4647509921177141,7.482384044235708,13.10556739103072,-7.223942856293144,13.432544134792263,-15.165346473795516,-0.3053570523563576,-7.871091174885248,-12.81910765569167,7.687901636478452,-12.993075263335045
nominal,13,0.35000000000000003,0.195,0.205,0.3161514375789469,0.2981973125372323,0.1031973125372323,0.3223608767682195,0.0241635642309872,-0.424562252994406,,,,,0.0,11.49687401011283,12,0,0,0,3,0.1,0.9701802687462767,,15.30817459389799,0.4865747924132998,7.5767946425768695,13.263627663867068,-7.293537874182151,13.597078604737552,-15.346189118528184,-0.32008078789299416,-7.973364693327052,-12.974427193603233,7.78588386261051,-13.14871041595998
nominal,14,0.375,0.195,0.205,0.29819731253723236,0.28278671780817827,0.08778671780817826,0.3062275519938568,0.02344083418567855,-0.37394678133032666,,,,,0.0,11.0657412347336,12,0,0,0,3,0.1,0.9717213282191822,,15.483090209126814,0.507580200197801,7.667664843480237,13.415760676472052,-7.360523078900321,13.755443032059894,-15.520250164083377,-0.33425238334700685,-8.071802954827287,-13.123922248843112,7.880191755262616,-13.298509250361482
nominal,15,0.4,0.195,0.205,0.28278671780817816,0.26967588780813023,0.07467588780813023,0.29225391454794947,0.022578026739819235,-0.32510036484285554,,,,,0.0,10.65077593843109,12,0,0,0,3,0.1,0.9730324112191869,,15.65144648878456,0.5277979051903835,7.755127411849728,13.56218870110435,-7.4249963384415585,13.907868793357649,-15.68778392043025,-0.3478925439714941,-8.166549781521264,-13.267811239511495,7.970963101940268,-13.442690628472926
nominal,16,0.42500000000000004,0.195,0.205,0.26967588780813,0.258617554554846,0.06361755455484597,0.28023562240488553,0.021618067850039557,-0.27903594358870776,,,,,0.0,10.251371840739925,12,0,0,0,3,0.1,0.9741382445445154,,15.813489407955139,0.5472574462457441,7.8393101339053635,13.703125674812938,-7.48705185075,14.054578588606736,-15.849035160914116,-0.3610211985725631,-8.257743602214216,-13.406304393029814,8.058330523117508,-13.581465204905191
nominal,17,0.45,0.195,0.205,0.2586175545548459,0.2493674047119945,0.0543674047119945,0.2699686952021487,0.020601290490154217,-0.23648824616493994,,,,,0.0,9.866945396712177,12,0,0,0,3,0.1,0.9750632595288006,,15.969455717656821,0.5659872545115288,7.920336003883913,13.838777512007454,-7.546780281346876,14.195786766533983,-16.004239479879836,-0.373657528626092,-8.345517654631182,-13.539604053291196,8.142421666000601,-13.715035734721246
nominal,18,0.47500000000000003,0.195,0.205,0.24936740471199448,0.2416890117468203,0.0466890117468203,0.26125383336292457,0.01956482161610426,-0.19795878578938486,,,,,0.0,9.496934944335472,12,0,0,0,3,0.1,0.9758310988253179,,16.11957329074469,0.5840146949673465,7.998323403738266,13.969342405307174,-7.604268895796368,14.331699637788958,-16.15362363688434,-0.38581999630261354,-8.430000180082512,-13.667904976292776,8.223359391025578,-13.8435973696692
nominal,19,0.5,0.195,0.205,0.2416890117468202,0.23535746896134754,0.04035746896134754,0.25389967112637807,0.018542202165030525,-0.16375894429280077,,,,,0.0,9.140799883922892,12,0,0,0,3,0.1,0.9764642531038652,,16.264061454841762,0.601366106406071,8.07338627609808,14.095011115108155,-7.659601687204004,14.462515776371871,-16.297405888001176,-0.3975263714412655,-8.511314610829418,-13.791394614681797,8.30126195136212,-13.967337943306605
nominal,20,0.525,0.195,0.205,0.23535746896134752,0.23016193427863657,0.035161934278636564,0.2477251310001269,0.017563196721490343,-0.13405247278829596,,,,,0.0,8.798019888275785,12,0,0,0,3,0.1,0.9769838065721363,,16.403131312785195,0.6180668399158433,8.145634290744402,14.2159672482916,-7.712859498933854,14.588426309757926,-16.43579630470113,-0.4087937575122181,-8.589579750423315,-13.91025339163123,8.37624316568604,-14.086438245432607
nominal,21,0.55,0.195,0.205,0.23016193427863657,0.22590727794308935,0.03090727794308934,0.24256103313086202,0.01665375518777268,-0.10889448069586374,,,,,0.0,8.468094142465445,12,0,0,0,3,0.1,0.9774092722056911,,16.53698605105575,0.6341412959189991,8.215173004841487,14.332387526480664,-7.764120142723835,14.709615198142004,-16.56899708077484,-0.4196386166055099,-8.66490994728244,-14.024654964445059,8.448412584472813,-14.201072286228884
nominal,22,0.5750000000000001,0.195,0.205,0.22590727794308935,0.22241500291735278,0.02741500291735277,0.23825109638281225,0.015836093465459472,-0.08825702124271093,,,,,0.0,8.15054061212299,12,0,0,0,3,0.1,0.9777584997082647,,16.665821236641158,0.6496129598220367,8.28210401715993,14.44444204423764,-7.813458512371691,14.826259503211679,-16.697202827745784,-0.43007679348280325,-8.737415261759349,-14.134766478278369,8.517875650055082,-14.311407550495302
nominal,23,0.6000000000000001,0.195,0.205,0.22241500291735275,0.21952358683025242,0.02452358683025241,0.23465244991199594,0.015128863081743521,-0.07203680726232323,,,,,0.0,7.844895339168377,12,0,0,0,3,0.1,0.9780476413169747,,16.789825102767114,0.6645044363287104,8.346525116516434,14.552294517578728,-7.860946693157752,14.938529646841241,-16.820600859205317,-0.4401235387271981,-8.807201626943373,-14.24074881034293,8.584733850678017,-14.417605242351728
nominal,24,0.625,0.195,0.205,0.21952358683025233,0.21708837501069772,0.022088375010697714,0.2316357557409384,0.014547380730240672,-0.06005989776308159,,,,,0.0,7.550711763949565,12,0,0,0,3,0.1,0.9782911624989302,,16.909178823913347,0.6788374824663838,8.408530424647067,14.656102523169526,-7.906654067164336,15.046589660084694,-16.939371464485117,-0.4497935310249282,-8.874371003432996,-14.342756804955071,8.64908486877759,-14.519820520763538
nominal,25,0.65,0.195,0.205,0.21708837501069775,0.2149810732757549,0.019981073275754907,0.22908502265042077,0.014103949374665858,-0.05209785883036197,,,,,0.0,7.267560072801457,11,0,1,0,4,0.1,0.9785018926724245,,17.024056780516595,0.6926330393738944,8.468210533722802,14.756017728550669,-7.950647414645673,15.150597422831517,-17.053688172066924,-0.4591008986114934,-8.93902152830426,-14.440939499769256,8.71102272369843,-14.618202726234905
nominal,26,0.675,0.195,0.205,0.21498107327575494,0.21309618082947895,0.018096180829478947,0.22689783259035629,0.013801651760877331,-0.04788106218196306,,,,,0.0,6.995026570071402,11,0,0,0,4,0.1,0.9786903819170522,,17.13462681374722,0.7059112628973734,8.525652638708197,14.852186113730019,-7.992991011596461,15.250704894475335,-17.163718003114415,-0.4680592399135624,-9.001247658492849,-14.535440343527908,8.77063790905974,-14.712895599001097
nominal,27,0.7000000000000001,0.195,0.205,0.21309618082947893,0.21135901478843228,0.01635901478843227,0.2249853440302076,0.013626329241775315,-0.04641421857824925,,,,,0.0,6.732713073693724,10,0,1,0,5,0.1,0.9788640985211567,,17.2410504707317,0.7186915530387219,8.580940664756639,14.944748184465142,-8.033746723661594,15.34705833593251,-17.269621715497625,-0.4766816434168038,-9.061140308799366,-14.626397405645612,8.828017524969999,-14.804037489038556
nominal,28,0.7250000000000001,0.195,0.205,0.2113590147884323,0.2097211394535439,0.014721139453543891,0.2232722473990813,0.013551107945537405,-0.046986447921705574,,,,,0.0,6.48023633343021,9,0,1,0,6,0.1,0.9790278860546456,,17.34348324057926,0.7309925822997698,8.634155389828265,15.0338391775477,-8.072974096524284,15.43979852333504,-17.371554038666464,-0.48498070678867367,-9.11878698471939,-14.713943577933902,8.883245405283624,-14.89176155819961
nominal,29,0.75,0.195,0.205,0.209721139453544,0.20815949941248124,0.013159499412481235,0.22170158006949084,0.013542080657009598,-0.04851056409600084,,,,,0.0,6.237227470926578,7,0,2,0,8,0.1,0.9791840500587519,,17.442074781557537,0.7428323229635284,8.685374562709706,15.119589258389661,-8.110730442904623,15.529060953709976,-17.469663899716473,-0.4929685552840984,-9.174271910292413,-14.79820676876138,8.936402240085489,-14.976195974767124
nominal,30,0.775,0.195,0.205,0.20815949941248124,0.20666137098952708,0.011661370989527076,0.2202397437703254,0.01357837278079832,-0.050511402390450086,,,,,0.0,6.003331440766832,7,0,0,0,8,0.1,0.9793338629010473,,17.53696913974913,0.7542280733523961,8.734673016608092,15.202123711200048,-8.1470709262957,15.614976042945852,-17.564094640977103,-0.5006568594609447,-9.227676151156448,-14.879310089932828,8.987565693582283,-15.057464100713357
nominal,31,0.8,0.195,0.205,0.20666137098952703,0.20521971677861292,0.010219716778612914,0.21886711164016442,0.013647394861551504,-0.05266049365004116,,,,,0.0,5.778206511738076,7,0,0,0,8,0.1,0.9794780283221387,,17.628304959508537,0.7651964831016812,8.782122778485288,15.281563122030047,-8.182048641559613,15.697669316335382,-17.654984229440462,-0.5080568522311593,-9.279077732988082,-14.957372036560347,9.036810517572947,-15.135684671936607
nominal,32,0.8250000000000001,0.195,0.205,0.2052197167786129,0.20382773789485273,0.008827737894852722,0.21756690354757877,0.013739165652726038,-0.05490460096138392,,,,,0.0,5.5615237675478975,7,0,0,0,8,0.1,0.9796172262105147,,17.716215686026967,0.7757535774853681,8.82779317429209,15.35802355495392,-8.215714692501127,15.777261591972806,-17.742465458336444,-0.5151793452724908,-9.328551755501028,-15.032506660189334,9.084208660663961,-15.210971971738985
nominal,33,0.8500000000000001,0.195,0.205,0.20382773789485276,0.2024794901652682,0.007479490165268193,0.21632522249076477,0.013845732325496574,-0.05725910743228693,,,,,0.0,5.352966626264852,6,0,1,0,9,0.1,0.9797520509834732,,17.800829760300957,0.7859147808296668,8.871750930256136,15.431616721643149,-8.248118266532334,15.853869157273826,-17.826666141148827,-0.5220347448247724,-9.376170502169739,-15.104823735432234,9.129829373389063,-15.283435997798772
nominal,34,0.875,0.195,0.205,0.20247949016526817,0.20117055776412698,0.006170557764126977,0.21513505715091558,0.013964499386788592,-0.059684158692067404,,,,,0.0,5.15223037777992,6,0,0,0,9,0.1,0.9798829442235873,,17.88227080678967,0.7956949390485543,8.91406027037153,15.50245014458153,-8.27930670653737,15.927603938876057,-17.907709298355748,-0.5286330668938435,-9.422003545838374,-15.174428920353526,9.173739309386972,-15.353182622881318
nominal,35,0.9,0.195,0.205,0.201170557764127,0.19989763237953556,0.004897632379535555,0.2139931231508663,0.014095490771330738,-0.06213835149049245,,,,,0.0,4.959021738613173,6,0,0,0,9,0.1,0.9800102367620465,,17.960657814035056,0.8051083413342335,8.954783010232598,15.570627314159722,-8.30932558004222,15.998573666168205,-17.985713337167407,-0.5349839518853243,-9.466117850369434,-15.241423910840268,9.216002622784961,-15.420313749523268
nominal,36,0.925,0.195,0.205,0.19989763237953553,0.19865813419340844,0.0036581341934084355,0.2128965504750231,0.014238416281614652,-0.06459879276286747,,,,,0.0,4.773058423415179,6,0,0,0,9,0.1,0.9801341865806592,,18.03610530850874,0.8141687410341997,8.993978647348875,15.636247839878733,-8.338218745790636,16.066882028686898,-18.06079222452363,-0.5410966786896246,-9.50857786848058,-15.305906589183758,9.256681061930525,-15.484927458916147
nominal,37,0.9500000000000001,0.195,0.205,0.19865813419340844,0.19745005486027775,0.002450054860277745,0.21184278214682864,0.014392727286550888,-0.06704799600949807,,,,,0.0,4.594068732537109,6,0,0,0,9,0.1,0.9802549945139722,,18.108723521939663,0.8228893757454172,9.031704448073292,15.69940759588328,-8.366028417823488,16.13262882761114,-18.133055653603996,-0.5469801782387637,-9.549445635912559,-15.367971167089367,9.295834059608131,-15.54711815420679
nominal,38,0.9750000000000001,0.195,0.205,0.1974500548602777,0.19627183308567853,0.0012718330856785198,0.2108295253125435,0.014557692226864982,-0.06947219494166187,,,,,0.0,4.421791155066969,6,0,0,0,9,0.1,0.9803728166914322,,18.178618552366924,0.831282986654964,9.068015531270543,15.760198861037656,-8.392795227155107,16.19591012157572,-18.202609204093847,-0.55264304655481,-9.588780862065837,-15.427708323323516,9.333518819872825,-15.606976698424036
nominal,39,1.0,0.195,0.205,0.19627183308567855,0.19512225471315023,0.00012225471315022163,0.20985471090684754,0.014732456193697313,-0.07186064971694106,,,,,0.0,4.2559739867519575,6,0,0,0,9,0.1,0.980487774528685,,18.245892519153163,0.8393618371554029,9.102964948847898,15.818710453748745,-8.41855828113679,16.25681836701663,-18.26955449644033,-0.5580935573090047,-9.626641017238368,-15.485205336198884,9.369790401627595,-15.664590547233136
nominal,40,1.0250000000000001,0.195,0.205,0.19512225471315023,0.1940003726878659,-0.0009996273121340993,0.20891646034480033,0.014916087656934418,-0.07420508132444101,,,,,0.0,4.09637496224876,6,0,0,0,9,0.1,0.9805999627312134,,18.31064371218492,0.8471377307620753,9.136603763266102,15.875027861733166,-8.44335522059416,16.315442553253508,-18.333989340323814,-0.563339673909917,-9.663081416591929,-15.540546211091426,9.40470179906656,-15.720043876711893
nominal,41,1.05,0.195,0.205,0.19400037268786596,0.19290544313248428,-0.0020945568675157233,0.2080130579641183,0.015107614831634003,-0.07649921023715842,,,,,0.0,3.9427609011644313,6,0,0,0,9,0.1,0.9807094556867516,,18.372966735477984,0.8546220283584975,9.168981122143624,15.929233366918172,-8.467222274821879,16.3718683325065,-18.396007877561672,-0.5683890611382951,-9.69815530096973,-15.593811803175498,9.438304019101563,-15.773417706335197
nominal,42,1.075,0.195,0.205,0.19290544313248426,0.19183687447558764,-0.0031631255244123635,0.20714292817425173,0.015306053698664085,-0.07873837991416843,,,,,0.0,3.794907367370765,6,0,0,0,9,0.1,0.9808163125524413,,18.43295264539756,0.8618256647950538,9.200144330063237,15.981406165658742,-8.490194314516058,16.426178145037508,-18.45570071965311,-0.573249096345609,-9.731913914683366,-15.645079935556417,9.470646155885255,-15.824790017347627
nominal,43,1.1,0.195,0.205,0.19183687447558762,0.19079418714550675,-0.004205812854493257,0.2063046164606715,0.015510429315164748,-0.08091924937846373,,,,,0.0,3.6525983410943605,6,0,0,0,9,0.1,0.9809205812854493,,18.490689083695152,0.8687591648652393,9.230138917685865,16.03162248444654,-8.512304902721706,16.4784513395986,-18.51315508016612,-0.5779268802326487,-9.76440658038274,-15.694425512973051,9.501775462539559,-15.874235866697092
nominal,44,1.125,0.195,0.205,0.19079418714550678,0.18977698180736816,-0.005223018192631851,0.20549677355026036,0.015719791742892203,-0.08303954206080316,,,,,0.0,3.5156259033033206,6,0,0,0,9,0.1,0.9810223018192632,,18.546260405556584,0.8754326586827929,9.259008708272646,16.079955691279796,-8.533586343869642,16.528764289363654,-18.56845490215989,-0.5824292472239244,-9.795680771118388,-15.741920631236562,9.531737420194325,-15.92182749669595
nominal,45,1.1500000000000001,0.195,0.205,0.18977698180736813,0.1887849144990969,-0.006215085500903106,0.2047181421723599,0.015933227673262995,-0.08509784050760372,,,,,0.0,3.383789931929447,6,0,0,0,9,0.1,0.9811215085500903,,18.599747802848213,0.8818558964821881,9.286795881712422,16.126476402856802,-8.55406973097453,16.577190503512515,-18.62168098082889,-0.5867627754530272,-9.825782179701449,-15.78763468256519,9.560575804437038,-15.967634440569853
nominal,46,1.175,0.195,0.205,0.1887849144990969,0.18781767732930574,-0.007182322670694269,0.20396754595478173,0.016149868625475988,-0.08709341850395279,,,,,0.0,3.2568978094820933,6,0,0,0,9,0.1,0.9812182322670694,,18.651229422741405,0.888038262864106,9.313541036148205,16.171252587749674,-8.573784991062986,16.623800734630795,-18.67291108154781,-0.5909337963735387,-9.854754785462644,-15.831634456968995,9.588332749270648,-16.011723624048482
nominal,47,1.2000000000000002,0.195,0.205,0.18781767732930574,0.18687498364987515,-0.008125016350124858,0.20324388007924143,0.016368896429366286,-0.08902610374592222,,,,,0.0,3.1347641416265133,6,0,0,0,9,0.1,0.9813125016350125,,18.700780481888604,0.8939887905067021,9.339283247292647,16.21434966570906,-8.592760928898125,16.66866308208214,-18.722220053489767,-0.594948404009531,-9.882640918507795,-15.873984239832659,9.615048808672999,-16.054159463146664
nominal,48,1.225,0.195,0.205,0.18687498364987515,0.18595655681933612,-0.009043443180663885,0.2025461033897705,0.016589546570434377,-0.09089616547911886,,,,,0.0,3.0172104863155185,6,0,0,0,9,0.1,0.9814043443180663,,18.74847337631778,0.8997161733627008,9.364060125519172,16.255830603244974,-8.611025269064445,16.71184309150406,-18.769679938983902,-0.5988124638591735,-9.909481321563753,-15.914745905838934,9.640763015847762,-16.095003958278664
nominal,49,1.25,0.195,0.205,0.1859565568193361,0.18506211907923098,-0.009937880920769027,0.2018732103891879,0.01681109130995692,-0.09270422255987698,,,,,0.0,2.9040650930786858,6,0,0,0,9,0.1,0.9814937880920769,,18.794377787205864,0.9052287793615995,9.387907870812203,16.295756005623286,-8.628604696474529,16.75340385057266,-18.815360078772006,-0.6025316214644545,-9.935315209505113,-15.953979009369974,9.665512940253471,-16.134316784843215
nominal,50,1.2750000000000001,0.195,0.205,0.185062119079231,0.1841913557102856,-0.010808644289714398,0.20122412089562347,0.01703276518533786,-0.09445166377110628,,,,,0.0,2.7951626520882336,6,0,0,0,9,0.1,0.9815808644289714,,18.838560782685644,0.9105346626355395,9.410861325656745,16.334184205412413,-8.645524895356735,16.793406081176187,-18.859327213318057,-0.6061113106595375,-9.960180326648672,-15.9917408715186,9.689334742493966,-16.172155380411596
nominal,51,1.3,0.195,0.205,0.1841913557102856,0.18334392828054802,-0.011656071719451988,0.20059777739092383,0.017253849110375807,-0.09614128466159318,,,,,0.0,2.6903440526349236,6,0,0,0,9,0.1,0.9816656071719452,,18.88108691583493,0.9156415752867068,9.432954025944618,16.37117134770945,-8.661810586780858,16.83190822813208,-18.90164558031863,-0.6095567615098049,-9.984113001899347,-16.028086663836653,9.712263227150443,-16.208575028646163
nominal,52,1.3250000000000002,0.195,0.205,0.18334392828054805,0.18251950049958077,-0.01248049950041924,0.19999320884837984,0.017473708348799077,-0.0977741301743198,,,,,0.0,2.589456150661113,6,0,0,0,9,0.1,0.981748049950042,,18.92201831899112,0.9205569787134552,9.454218249971694,16.406771472170345,-8.677485564776575,16.868966544577127,-18.94237700855668,-0.6128730079531872,-10.007148201828121,-16.06306948894278,9.734331893632302,-16.243628940071932
nominal,53,1.35,0.195,0.205,0.18251950049958074,0.1817177346574989,-0.013282265342501098,0.19940952036004023,0.01769178570254132,-0.0993511890129441,,,,,0.0,2.4923515450113225,6,0,0,0,9,0.1,0.9818282265342501,,18.961414794528952,0.9252880545117006,9.474685065597756,16.441036591963957,-8.692572731097453,16.904635174155484,-18.981581008235803,-0.6160648951549427,-10.029319581759566,-16.096740458107426,9.75557298512109,-16.277368329819236
nominal,54,1.375,0.195,0.205,0.1817177346574989,0.18093828841101336,-0.014061711588986642,0.19884588310976864,0.017907594698755275,-0.10087360321933939,,,,,0.0,2.3988883620733974,6,0,0,0,9,0.1,0.9819061711588987,,18.999333902234117,0.9298417149675118,9.49438437563784,16.47401676976531,-8.707094128681298,16.938966230124652,-19.01931485792696,-0.6191370865866324,-10.050659534943582,-16.1291487659284,9.776017535679049,-16.309842492451015
nominal,55,1.4000000000000001,0.195,0.205,0.18093828841101334,0.18018081263968694,-0.014819187360313069,0.19830152585772537,0.01812071321803843,-0.10234263111441148,,,,,0.0,2.3089300484956445,6,0,0,0,9,0.1,0.9819819187360314,,19.035831043400336,0.9342246131562301,9.51334496155142,16.50576019089911,-8.721070973855749,16.97200987149498,-19.0556336882547,-0.6220940708396336,-10.071199239883198,-16.160341762206084,9.795695415591085,-16.3410988739841
nominal,56,1.425,0.195,0.205,0.180180812639687,0.17944495014598422,-0.01555504985401579,0.19777572770520926,0.018330777559225048,-0.10375961676720467,,,,,0.0,2.2223451716770573,6,0,0,0,9,0.1,0.9820555049854016,,19.070959541772822,0.9384431526628715,9.531594525493242,16.536313233740394,-8.734523687336159,17.00381437631392,-19.09059056244515,-0.6249401681831473,-10.090968705887578,-16.190365021123355,9.81463537500642,-16.3711831412097
nominal,57,1.4500000000000002,0.195,0.205,0.17944495014598424,0.17873033499407603,-0.016269665005923972,0.19726781165555418,0.018537476661478147,-0.10512596489664248,,,,,0.0,2.1390072277391683,6,0,0,0,9,0.1,0.9821269665005924,,19.10477072145634,0.9425034969380138,9.549159730787245,16.56572053747513,-8.747471924061053,17.034426212202145,-19.124236553853457,-0.6276795368762793,-10.109996816916794,-16.21926240783123,9.832865085943679,-16.400139248414334
nominal,58,1.475,0.195,0.205,0.17873033499407603,0.1780365912725594,-0.016963408727440593,0.19677712338031686,0.018740532107757446,-0.1064431275825416,,,,,0.0,2.0587944566989504,6,0,0,0,9,0.1,0.9821963408727441,,19.137313981901727,0.9464115783028383,9.566066240882723,16.594025067319812,-8.759934601908762,17.063890104244564,-19.156620820583953,-0.6303161792434189,-10.128311373782415,-16.24707614253756,9.85041118272079,-16.428009501598797
nominal,59,1.5,0.195,0.205,0.17803659127255936,0.17736333312006142,-0.01763666687993859,0.196303023373186,0.018939690253124586,-0.10771266070851407,,,,,0.0,1.9815896645727384,6,0,0,0,9,0.1,0.9822636666879938,,19.168636870080412,0.9501731066164818,9.582338756849621,16.62126817729532,-8.771929929337183,17.092249100335394,-19.187790677312055,-0.6328539475217907,-10.145939134765575,-16.2738468621924,9.867299300868762,-16.454834620288842
nominal,60,1.5250000000000001,0.195,0.205,0.17736333312006144,0.17671016713719062,-0.018289832862809385,0.1958449102494485,0.01913474311225788,-0.1089360498159117,,,,,0.0,1.9072800521512614,6,0,0,0,9,0.1,0.9823289832862809,,19.198785149952396,0.9537935776183637,9.59800105346776,16.647489670646745,-8.78347543198704,17.119544634072817,-19.217791664412854,-0.6352965494897236,-10.162905854711866,-16.299613679860183,9.883554114586182,-16.480653797028012
