method,step,time_s,lambda_req,lambda_des,lambda2_pre,lambda2_post,connectivity_safety_margin,lambda3_post,fiedler_gap_post,exact_global_matrix_margin,minimum_local_matrix_margin,minimum_inner_local_matrix_margin,master_residual_eta_q,allocation_inner_iterations,control_correction,task_error,active_edge_count,edge_appearances,edge_disappearances,cumulative_edge_appearances,cumulative_edge_disappearances,consensus_step,consensus_contraction,resource_zero_sum_error,p1_x_m,p1_y_m,p2_x_m,p2_y_m,p3_x_m,p3_y_m,p4_x_m,p4_y_m,p5_x_m,p5_y_m,p6_x_m,p6_y_m
centralized,42,1.075,0.195,0.205,0.23534409338093548,0.23307555138476213,0.038075551384762124,0.23623552669987394,0.003159975315111807,-1.069037240187306e-11,,,,,17.460879241884587,14.716466955473743,10,0,0,0,5,0.1,0.9766924448615237,,25.516863095368844,0.9734402208529848,7.774905674397502,12.792856911892159,-6.750275680551735,15.173861245456482,-14.503710097640328,-0.060257718629305144,-7.539661805272552,-14.284101685189663,8.817324690289693,-12.693997455102048
centralized,43,1.1,0.195,0.205,0.2330755513847621,0.23097633718099297,0.03597633718099297,0.23442149713129953,0.003445159950306559,-1.137636759427317e-11,,,,,17.583872225263345,14.586951859140816,10,0,0,0,5,0.1,0.9769023662819007,,25.60518809724651,0.9816078626628301,7.83336599082755,12.807965345385192,-6.781936446131506,15.250991240979493,-14.507640196233787,-0.05539714221161722,-7.587245088124701,-14.373260683836111,8.876337258550706,-12.698081379224783
centralized,44,1.125,0.195,0.205,0.23097633718099297,0.22903375359364023,0.03403375359364022,0.23279071058568504,0.003756956992044813,-1.2375240053899301e-11,,,,,17.699528691691622,14.466299304188315,10,0,0,0,5,0.1,0.977096624640636,,25.688048380179236,0.9897825335077427,7.889321329774743,12.821576642260895,-6.811767221451109,15.324718535811495,-14.509788786102574,-0.05042832186450539,-7.63248171168667,-14.4585268581965,8.93276297473162,-12.701724452957519
centralized,45,1.1500000000000001,0.195,0.205,0.22903375359364023,0.22723610746529802,0.03223610746529801,0.23131312006361435,0.004077012598316332,-1.3750673322698252e-11,,,,,17.80836583808826,14.353967573901656,10,0,0,0,5,0.1,0.9772763892534702,,25.765820196125325,0.9979196451140947,7.942770076537087,12.833818015733486,-6.839840492232379,15.3951644072295,-14.510283523359547,-0.04534243150968396,-7.675462571620793,-14.540049358178617,8.986690678706887,-12.704973346325811
centralized,46,1.175,0.195,0.205,0.227236107465298,0.22557260524025513,0.030572605240255124,0.22996351151076672,0.004390906270511585,-3.207883177841486e-17,,,,,17.910824119744507,14.249441144800112,9,0,1,0,6,0.1,0.9774427394759745,,25.83884928329869,1.0059838938366692,7.993732566029031,12.844803806706501,-6.866232279423993,15.462449503209816,-14.509247548476194,-0.040133213977527,-7.716278875997218,-14.617974365454135,9.038210639985921,-12.7078715457633
centralized,47,1.2000000000000002,0.195,0.205,0.22557260524025496,0.22403328773158498,0.029033287731584978,0.2287265183517439,0.004693230620158917,-1.3231020988873287e-11,,,,,18.007252933251284,14.152228458022456,9,0,0,0,6,0.1,0.9775966712268415,,25.907454094193415,1.013952857843478,8.042252033369264,12.854636002003895,-6.8910202522583175,15.526696769281596,-14.506798961569928,-0.03480034637731724,-7.755021808209151,-14.692446883630282,9.087407872853376,-12.710461217061853
centralized,48,1.225,0.195,0.205,0.2240332877315851,0.22260891677771405,0.027608916777714043,0.22759262740470257,0.004983710626988519,-1.1268344693075123e-11,,,,,18.097888222129033,14.061858481856497,9,0,0,0,6,0.1,0.9777391083222285,,25.971927282815336,1.0218262831505507,8.088402591356937,12.863403501150161,-6.914280594711538,15.588038663949215,-14.503050806390494,-0.029357665154349538,-7.791782788353357,-14.763615036346966,9.134350016888105,-12.71278642756891
centralized,49,1.25,0.195,0.205,0.22260891677771394,0.22129093489800322,0.026290934898003215,0.22655321617530377,0.005262281277300551,-1.2828693120231152e-11,,,,,18.183055173999563,13.977884964293022,9,0,0,0,6,0.1,0.9778709065101997,,26.032540962694377,1.0296053010834043,8.132264261815463,12.871187955926839,-6.936089314120954,15.646604757810973,-14.498110009157834,-0.023819926895953476,-7.826653386685456,-14.831622582430086,9.179107433164738,-12.714886504337297
centralized,50,1.2750000000000001,0.195,0.205,0.22129093489800328,0.2200714191515188,0.02507141915151878,0.22560039504839427,0.005528975896875482,-1.087169913458349e-11,,,,,18.263058138512896,13.899885977035371,9,0,0,0,6,0.1,0.9779928580848481,,26.089548842226687,1.037290613939011,8.173919665330509,12.878064882617517,-6.956521983969963,15.702520544323233,-14.492077378903758,-0.018201567734227448,-7.859724751862909,-14.896608312867547,9.22175376676616,-12.716795965216109
centralized,51,1.3,0.195,0.205,0.22007141915151865,0.2189430346401111,0.023943034640111105,0.22472694436693916,0.005783909726828046,-1.2206616749696085e-11,,,,,18.338175744145705,13.827463033824536,9,0,0,0,6,0.1,0.9781056965359889,,26.143187753008913,1.0448825292033272,8.21345305276464,12.884104230898629,-6.975653346542637,15.755907397714916,-14.485047807065468,-0.012516667631501811,-7.89108709115088,-14.958706134298072,9.262364877503186,-12.718545011692823
centralized,52,1.3250000000000002,0.195,0.205,0.21894303464011097,0.21789899112198532,0.022898991121985318,0.22392625771096766,0.0060272665889823385,-1.3569418118108568e-11,,,,,18.408666071789842,13.760240234249403,9,0,0,0,6,0.1,0.9782101008878015,,26.19367892811237,1.0523809872164338,8.250949533129786,12.889370880024964,-6.993556959410373,15.806882543643592,-14.47711052488035,-0.006778918795834117,-7.92082921566276,-15.018045148029671,9.301017983200195,-12.720159956324888
centralized,53,1.35,0.195,0.205,0.21789899112198505,0.21693300268456475,0.021933002684564745,0.22319229045786182,0.0062592877732970675,-1.1276934990735661e-11,,,,,18.47477063904166,13.69786342227505,9,0,0,0,6,0.1,0.9783066997315435,,26.241229094909514,1.0597855864613663,8.286494444276617,12.89392507412076,-7.0103048809921695,15.855559041482229,-14.468349387090225,-0.00100159631549735,-7.949038142418626,-15.074749725875506,9.337790960300953,-12.721663600231384
centralized,54,1.375,0.195,0.205,0.21693300268456472,0.21603925034326785,0.02103925034326784,0.22251951289641012,0.006480262553142269,-1.2293000741383259e-11,,,,,18.53671743163642,13.63999935179497,9,0,0,0,6,0.1,0.9783960749656733,,26.28603143018679,1.0670956091141268,8.320172829083589,12.897822806248953,-7.025967392322877,15.902045777870311,-14.458843161400937,0.004802469833282902,-7.975798747803805,-15.128939584237429,9.372761762821858,-12.723075571976432
centralized,55,1.4000000000000001,0.195,0.205,0.21603925034326762,0.21521234739692024,0.02021234739692024,0.22190286731299677,0.006690519916076526,-1.3248069623392955e-11,,,,,18.59472317348013,13.586334854188623,9,0,0,0,6,0.1,0.978478765260308,,26.328266412534578,1.0743100483511046,8.352068991595965,12.90111615919471,-7.040612753382276,15.946447471608641,-14.448665810972281,0.010620921563759416,-8.00119346884504,-15.180729857917205,9.406007932528027,-12.72441263600776
centralized,56,1.425,0.195,0.205,0.2152123473969202,0.21444730735619635,0.019447307356196347,0.22133772858088718,0.006890421224690829,-1.4113720570497052e-11,,,,,18.648994988133005,13.536576005077652,9,0,0,0,6,0.1,0.9785552692643804,,26.368102597469132,1.0814276380703,8.382266115938183,12.90385360951701,-7.0543069930420055,15.98886469018574,-14.437886762737987,0.016441897995097828,-8.025302049834929,-15.230231175095891,9.437606181702396,-12.725688976436336
centralized,57,1.4500000000000002,0.195,0.205,0.21444730735619624,0.21373951426293014,0.018739514262930135,0.2208198678777946,0.007080353614864449,-1.1323598099029587e-11,,,,,18.699731583661364,13.490447289481164,9,0,0,0,6,0.1,0.9786260485737069,,26.405697333466218,1.0884468851054252,8.410845936684405,12.906080300230375,-7.06711373196951,16.029393878244075,-14.426571158065064,0.02225405884988184,-8.048201332379259,-15.277549734789392,9.467632035817475,-12.726916460115874
centralized,58,1.475,0.195,0.205,0.21373951426293022,0.21308469522359058,0.018084695223590574,0.22034541922876436,0.007260724005173774,-1.1810305518761562e-11,,,,,18.747124066499623,13.447690766105096,9,0,0,0,6,0.1,0.9786915304776409,,26.441197431714805,1.0953661036140478,8.437888453332645,12.907838286540848,-7.079094037842421,16.068127398187922,-14.414780084737986,0.028046605407277377,-8.069965087119432,-15.322787387895158,9.496159527488897,-12.728104881665196
centralized,59,1.5,0.195,0.205,0.21308469522359075,0.21247889499132983,0.01747889499132982,0.2199108486306518,0.007431953639321975,-1.2179245830905924e-11,,,,,18.79135647632671,13.408065232789623,9,0,0,0,6,0.1,0.978752110500867,,26.47473979833419,1.102183451083732,8.463471684131262,12.909166758251533,-7.090306312037306,16.10515358294095,-14.402570790758725,0.03380929850669247,-8.090663885291425,-15.366041722700073,9.523260935767675,-12.72926219210279
centralized,60,1.5250000000000001,0.195,0.205,0.21247889499132983,0.21191845244023766,0.016918452440237652,0.21951292555549098,0.007594473115253325,-1.2421550004438571e-11,,,,,18.832606112362768,13.37134539592926,9,0,0,0,6,0.1,0.9788081547559763,,26.50645203492196,1.108896965258798,8.487671456100617,12.91010224185292,-7.10080620668379,16.140556800629604,-14.389996881377048,0.039532473181089135,-8.110365008071287,-15.407406155459293,9.549006566540285,-12.730394712134906
centralized,61,1.55,0.195,0.205,0.21191845244023774,0.21139997878810257,0.016399978788102565,0.21914869666418704,0.007748717876084471,-1.2532156549249256e-11,,,,,18.87104371375559,13.33732104729523,9,0,0,0,6,0.1,0.9788600021211897,,26.536453011138747,1.1155046012490102,8.510561229020508,12.910678784778542,-7.110646570637208,16.174417530719307,-14.377108501181139,0.04520704960874546,-8.129132391359976,-15.446970026382566,9.573464570811682,-12.731507330697216
centralized,62,1.5750000000000002,0.195,0.205,0.2113999787881026,0.21092033743449054,0.015920337434490534,0.21881546158422846,0.00789512414973792,-1.2510991490350807e-11,,,,,18.90683354149947,13.305796251933433,9,0,0,0,6,0.1,0.978907966256551,,26.564853411578497,1.1220042680915543,8.532211951598168,12.910928123910114,-7.1198774226014,16.206812450896656,-14.363952503232683,0.0508245401979056,-8.147026603372483,-15.484818701107564,9.596700798195824,-12.732603689113269
centralized,63,1.6,0.195,0.205,0.21092033743449048,0.21047662529153022,0.01547662529153021,0.21851075062122988,0.00803412532969966,-1.2362777131291855e-11,,,,,18.94013340030214,13.276588550845801,9,0,0,0,6,0.1,0.978952337470847,,26.591756258175693,1.1283938640934146,8.552691948180803,12.910879840091159,-7.128545949343942,16.237814533785023,-14.350572607182356,0.05637705274214173,-8.16410485214064,-15.521033677504759,9.618778683185672,-12.733686351116992
centralized,64,1.625,0.195,0.205,0.21047662529153024,0.21006613394581222,0.015066133945812216,0.21823230412195002,0.0081661701761378,1.4174789322857336e-16,,,,,18.971094630493052,13.249528182017691,9,0,0,0,6,0.1,0.9789933866054188,,26.61725740875806,1.1346713103767005,8.572066834358667,12.910561500142201,-7.136696526710761,16.267493152416,-14.337009548133377,0.06185728968960289,-8.180421019842308,-15.55569269745318,9.639759161827659,-12.734756958962294
centralized,65,1.6500000000000001,0.195,0.205,0.2100661339458123,0.20968634485654924,0.014686344856549238,0.2179777598453791,0.008291414988829848,-1.1663221878754038e-11,,,,,18.999984296530535,13.224462860405765,9,0,0,0,6,0.1,0.9790313655143451,,26.641448666152108,1.1408255608788993,8.5903894968701,12.910001787000335,-7.144372180542656,16.295913008930473,-14.323301813301905,0.06726495477171882,-8.195991268005917,-15.588865669204559,9.659675507367066,-12.735819774578257
centralized,66,1.675,0.195,0.205,0.2096863448565491,0.20933497488450448,0.01433497488450447,0.21774472244288334,0.008409747558378866,-1.4347655435951536e-11,,,,,19.027023010196707,13.20125473084481,9,0,0,0,6,0.1,0.9790665025115496,,26.66441586805259,1.1468383509621318,8.607705196701415,12.909230187182217,-7.15161508403818,16.323134972191575,-14.30948801166638,0.07260471426646076,-8.210803304434949,-15.620615911848164,9.678542388519626,-12.736880658550643
centralized,67,1.7000000000000002,0.195,0.205,0.2093349748845045,0.20900990862606075,0.014009908626060746,0.21753109107605423,0.008521182449993475,-1.3380197854975368e-11,,,,,19.052287358912167,13.179773252505809,9,0,0,0,6,0.1,0.9790990091373939,,26.686235286998453,1.152694064882013,8.624064200855667,12.908273867111422,-7.158465393682042,16.349217754652287,-14.295607666585958,0.07787867474173306,-8.22485541940594,-15.651005050655506,9.696385615376942,-12.737943062113589
centralized,68,1.725,0.195,0.205,0.2090099086260607,0.20870918624804163,0.013709186248041627,0.2173350192549636,0.008625833006921962,-1.2293945192225051e-11,,,,,19.0758572863961,13.159895271352827,9,0,0,0,6,0.1,0.9791290813751958,,26.70697546373616,1.1583797485536245,8.639519307913298,12.90715774411339,-7.164960766132498,16.374217662585707,-14.281699658438765,0.0830869167531089,-8.238154635762418,-15.680092821211062,9.713238998773482,-12.739008580052177
centralized,69,1.75,0.195,0.205,0.2087091862480416,0.20843099225925615,0.013430992259256147,0.21715488019574797,0.008723887936491814,-1.4422479903680114e-11,,,,,19.097815305596832,13.141504989316198,9,0,0,0,6,0.1,0.9791569007740744,,26.72669861259118,1.163885020868686,8.654124026133056,12.905904577934518,-7.171136077969402,16.398188444899166,-14.267801159084605,0.0882279598969044,-8.250715035326431,-15.707936928849488,9.729141852032646,-12.740077397712625
centralized,70,1.7750000000000001,0.195,0.205,0.208430992259256,0.20817364510880543,0.01317364510880542,0.21698923685697283,0.0088155917481674,-1.2864764274411564e-11,,,,,19.11824548188447,13.12449384474993,9,0,0,0,6,0.1,0.9791826354891194,,26.74546170478071,1.169201917586753,8.667931255606348,12.904535078221974,-7.17702329914822,16.421181219096507,-14.253946936697503,0.09329916403665353,-8.262556267724369,-15.734592954904665,9.74413701328589,-12.741148653441538
centralized,71,1.8,0.195,0.205,0.20817364510880554,0.20793558752738264,0.012935587527382636,0.216836816035552,0.008901228508169351,-1.4636811387200416e-11,,,,,19.137232371250082,13.108760320665104,9,0,0,0,6,0.1,0.9792064412472617,,26.763317307219914,1.1743246936404075,8.680992359962904,12.90306802304859,-7.18265148062378,16.44324445693113,-14.240168937604027,0.0982970712996531,-8.27370224214082,-15.760114302390347,9.758269293075337,-12.742220731883668
centralized,72,1.8250000000000002,0.195,0.205,0.20793558752738264,0.20771537754783911,0.012715377547839107,0.2166964860292062,0.008981108481367073,-1.2661870472336769e-11,,,,,19.15486002638811,13.094209697204837,9,0,0,0,6,0.1,0.9792284622452161,,26.780314234383468,1.1792496032438031,8.693356538296705,12.901520383846776,-7.188046824453456,16.46442401546272,-14.226496073061682,0.10321769356168307,-8.284179997128032,-15.78455217453919,9.771584270522197,-12.743291499881826
centralized,73,1.85,0.195,0.205,0.20771537754783911,0.20751168015039426,0.01251168015039425,0.216567237438187,0.009055557287792754,-1.3935365242769224e-11,,,,,19.171211122983443,13.080753763396487,9,0,0,0,6,0.1,0.9792488319849606,,26.796498056709712,1.1839746720510356,8.705070426969163,12.899907452821337,-7.193232811208831,16.484763201835214,-14.212954155367195,0.10805675036607663,-8.29401873913612,-15.807955580311983,9.784127374937029,-12.74435849443382
centralized,74,1.875,0.195,0.205,0.20751168015039428,0.2073232594888361,0.012323259488836086,0.2164481667265612,0.009124907237725105,-1.162781559630931e-11,,,,,19.186366236546842,13.068310501488575,9,0,0,0,6,0.1,0.9792676740511164,,26.811911498645372,1.188499471575339,8.716177875640406,12.89824296961835,-7.19823036489746,16.504302862257624,-14.199565940338411,0.11280986238780541,-8.303249037096895,-15.830371361603577,9.795943200132383,-12.745419070547559
centralized,75,1.9000000000000001,0.195,0.205,0.20732325948883615,0.2071489716567822,0.012148971656782193,0.21633846219137629,0.009189490534594086,-1.226840146982706e-11,,,,,19.200403268316588,13.05680375496129,9,0,0,0,6,0.1,0.9792851028343218,,26.826594751930983,1.1928249028881508,8.726719853401121,12.896539244839206,-7.2030580400884086,16.523081487506154,-14.18635124321463,0.11747270560570208,-8.311902158314947,-15.851844237487143,9.807075007083604,-12.746470515729966
centralized,76,1.925,0.195,0.205,0.20714897165678217,0.20698775795975324,0.011987757959753237,0.21623739202048672,0.00924963406073348,-1.2578475253132882e-11,,,,,19.213397017142462,13.046162889373461,9,0,0,0,6,0.1,0.9793012242040247,,26.84058572389099,1.1969529941755652,8.736734450118826,12.894807278616906,-7.207732219599172,16.541135328812704,-14.173327102776657,0.12204113124595463,-8.320009529885668,-15.87241686142676,9.817564377560018,-12.747510136890678
centralized,77,1.9500000000000002,0.195,0.205,0.20698775795975327,0.20683863865947014,0.01183863865947013,0.21614429414494743,0.009305655485477293,-1.2408331102755179e-11,,,,,19.22541887802142,13.036322453192634,9,0,0,0,6,0.1,0.979316136134053,,26.853920236173323,1.2008867148464253,8.746256945535395,12.893056873095214,-7.212267314124805,16.558498519320874,-14.160507974693791,0.12651125634037685,-8.32760230975596,-15.892129887975395,9.82745098736564,-12.748535324691401
centralized,78,1.975,0.195,0.205,0.2068386386594702,0.20670070716032007,0.011700707160320067,0.2160585676228486,0.009357860462528539,-1.4955049166278242e-11,,,,,19.236536651809967,13.027221844134115,9,0,0,0,6,0.1,0.979329929283968,,26.86663218590371,1.2046298074996353,8.755319924700181,12.89129673809499,-7.216675957605094,16.575203197389406,-14.147905939931585,0.13087952941502842,-8.334711052083602,-15.91102204602313,9.836772473037977,-12.74954359965252
centralized,79,2.0,0.195,0.205,0.20670070716032007,0.2065731246097841,0.011573124609784102,0.2159796653209954,0.009406540711211303,-1.266519398398224e-11,,,,,19.246814447737474,13.01880498510065,9,0,0,0,6,0.1,0.9793426875390215,,26.878753678520443,1.2081866380465185,8.763953423220553,12.889534589617,-7.220969194051122,16.59127962893791,-14.135530917862267,0.1351427754300936,-8.341365452562204,-15.929130216171457,9.845564370395905,-12.750532643691367
centralized,80,2.025,0.195,0.205,0.20657312460978394,0.2064551148847819,0.011455114884781903,0.21590708768803074,0.009451972803248831,-1.464176451379168e-11,,,,,19.256312658474833,13.011020012557118,9,0,0,0,6,0.1,0.9793544885115218,,26.89031513946804,1.2115620635656785,8.772185089766458,12.887777241131397,-7.225156653068264,16.606756326783366,-14.123390876725813,0.13929822366273162,-8.347594160682245,-15.946489510275855,9.853860107281362,-12.751500320207526
centralized,81,2.0500000000000003,0.195,0.205,0.20645511488478188,0.20634595994000537,0.011345959940005368,0.21584037744432383,0.009494417504318453,-1.2515187620791314e-11,,,,,19.2650879970839,13.003818979344597,9,0,0,0,6,0.1,0.9793654040059995,,26.901345410136933,1.2147613170090708,8.780040356470101,12.886030687748228,-7.229246712446362,16.621660165517987,-14.111492036332512,0.14334352177590282,-8.353424647305305,-15.963133351597513,9.861691036205732,-12.75244468527121
centralized,82,2.075,0.195,0.205,0.20634595994000532,0.20624499549300113,0.01124499549300112,0.21577911503617914,0.00953411954317801,1.3596851942277013e-11,,,,,19.273193577029783,12.997157573050593,9,0,0,0,6,0.1,0.9793755004506999,,26.911871832195516,1.217789907567153,8.787542610378422,12.884300183549955,-7.233246647071923,16.636016490967847,-14.099839059714062,0.14727673888758785,-8.35888311740511,-15.979093554364487,9.869086495508954,-12.753363992047515
centralized,83,2.1,0.195,0.205,0.20624499549300113,0.20615160702131768,0.011151607021317678,0.2157229147245245,0.009571307703206827,1.4706456519771775e-11,,,,,19.280679022029442,12.990994850428637,9,0,0,0,6,0.1,0.9793848392978682,,26.92192032343067,1.2206535353350465,8.794713361117093,12.882590312467732,-7.237162764055561,16.649849223651803,-14.08843523178206,0.15109636004760002,-8.363994459243822,-15.994400401842036,9.876073890070064,-12.754256690198206
centralized,84,2.125,0.195,0.205,0.20615160702131755,0.20606522605579727,0.011065226055797267,0.21567142120961924,0.009606195153821967,1.3106734213560724e-11,,,,,19.287590610611762,12.985292988283012,9,0,0,0,6,0.1,0.9793934773944203,,26.93151544712589,1.2233580189047073,8.801572401526142,12.880905052986268,-7.241000524356502,16.663180955935925,-14.077282623867061,0.15480127413670297,-8.36878222250126,-16.009082722232424,9.882678784542092,-12.755121421551648
centralized,85,2.15,0.195,0.205,0.20606522605579725,0.20598532674368664,0.01098532674368663,0.21562430669503516,0.00963897995134852,1.2970522453189445e-11,,,,,19.293971425184512,12.980017050338201,9,0,0,0,6,0.1,0.9794014673256314,,26.94068047680261,1.2259092344432962,8.808137959130839,12.879247837214999,-7.244764651572311,16.676033042819036,-14.066382243976648,0.1583907568891059,-8.373268619156047,-16.02316796196161,9.888925003813789,-12.755957013209608
centralized,86,2.1750000000000003,0.195,0.205,0.20598532674368675,0.20591142266514714,0.010911422665147136,0.21558126832207125,0.009669845656924109,1.1873968668760736e-11,,,,,19.29986151590803,12.975134769801896,9,0,0,0,6,0.1,0.9794088577334853,,26.94943745734349,1.2283130649232394,8.814426837283975,12.877621604695607,-7.248459228689296,16.68842568642814,-14.055734172936798,0.16186445042460484,-8.377474541901181,-16.03668225604217,9.89483473666849,-12.756762468894106
centralized,87,2.2,0.195,0.205,0.20591142266514711,0.20584306388522722,0.010843063885227211,0.21554202591490312,0.009698962029675906,1.3418734345453213e-11,,,,,19.305298069385522,12.970616347036389,9,0,0,0,6,0.1,0.9794156936114773,,26.957807263263952,1.2305753582362302,8.820454545447175,12.8760288513615,-7.252087783712712,16.700378014419634,-14.045337686972166,0.1652223404235606,-8.381419595812183,-16.049650495334426,9.900428639678813,-12.757536959181342
centralized,88,2.225,0.195,0.205,0.20584306388522725,0.20577983422383722,0.010779834223837215,0.21550631998673717,0.009726485762899945,1.4692907293079585e-11,,,,,19.310315577094496,12.966434261614456,9,0,0,0,6,0.1,0.9794220165776163,,26.965809654657797,1.2327018930191067,8.826235418550862,12.874471674060928,-7.255653365145354,16.711908152559182,-14.035191367515122,0.16846473185848146,-8.385122139777302,-16.062096390626067,9.905725939216541,-12.758279811121252
centralized,89,2.25,0.195,0.205,0.20577983422383728,0.20572134872849202,0.010721348728492008,0.21547390996776922,0.009752561239277202,1.2148016518010585e-11,,,,,19.31494600285386,12.962563098027179,9,0,0,0,6,0.1,0.9794278651271509,,26.973463331112185,1.234698351134412,8.831782725711793,12.87295181101132,-7.259158608275527,16.7230332917984,-14.025293199135982,0.17159222400668717,-8.3885993348562,-16.074042533518945,9.910744530097155,-12.758990497599719
centralized,90,2.275,0.195,0.205,0.2057213487284919,0.20566725133526242,0.010667251335262418,0.2154445726224993,0.009777321287236879,1.2785034689416245e-11,,,,,19.319218946525705,12.958979384261376,9,0,0,0,6,0.1,0.9794332748664738,,26.980785983770588,1.2365702958557019,8.837108768801688,12.871470678535367,-7.262605793208183,16.73376975019298,-14.015640656552398,0.1746056853126287,-8.391867197295188,-16.085510454165853,9.91550106987794,-12.759668626707457
centralized,91,2.3000000000000003,0.195,0.205,0.20566725133526229,0.20561721270342295,0.010617212703422946,0.21541810062856345,0.0098008879251405,1.3280351532329635e-11,,,,,19.32316180060404,12.955661442410207,9,0,0,0,6,0.1,0.9794382787296577,,26.98779434566687,1.2383231549082754,8.842224971490445,12.8700294044221,-7.265996895531142,16.74413303001878,-14.006230781709252,0.17750622854082448,-8.394940654400095,-16.09652067594102,9.920011068215858,-12.760313931316553
centralized,92,2.325,0.195,0.205,0.205617212703423,0.2055709282119488,0.010570928211948799,0.21539430129641515,0.009823373084466347,1.3653302458684838e-11,,,,,19.326799901939392,12.952589250573109,9,0,0,0,6,0.1,0.9794429071788051,,26.994504240334596,1.23996220762767,8.847141959473888,12.868628858196965,-7.269333630434804,16.754137870437642,-13.997060251861374,0.18029518654981283,-8.39783360183783,-16.10709276714824,9.924288970958761,-12.760926258982739
centralized,93,2.35,0.195,0.205,0.20557092821194883,0.20552811610554303,0.010528116105543023,0.21537299541110283,0.0098448793055598,1.3919025580196464e-11,,,,,19.330156675353756,12.949744315256105,9,0,0,0,6,0.1,0.9794471883894457,,27.000930628713114,1.2414925755833481,8.85186963261274,12.867269678586789,-7.2726174910464305,16.763798296057654,-13.988125439575585,0.18297408893325942,-8.40055896126342,-16.117245389891504,9.928348238859598,-12.761505562266558
centralized,94,2.375,0.195,0.205,0.20552811610554297,0.2054885157792482,0.010488515779248198,0.21535401618122774,0.009865500401979532,1.4092754228581979e-11,,,,,19.33325376978603,12.94710955353916,9,0,0,0,6,0.1,0.9794511484220751,,27.007087654334562,1.242919216103615,8.856417229712036,12.865952298431282,-7.275849781667452,16.773127661716774,-13.979422465500852,0.18554463970273,-8.403128737421962,-16.12699634624093,9.932201420947962,-12.76205188952568
centralized,95,2.4000000000000004,0.195,0.205,0.20548851577924818,0.20545188619104468,0.010451886191044674,0.21533720828202105,0.009885322090976367,5.218315878149568e-17,,,,,19.33611118595039,12.944669184289973,9,0,0,0,6,0.1,0.9794548113808955,,27.01298868678532,1.2442469182168567,8.860793386648487,12.864676967277779,-7.279031646536973,16.782138693801954,-13.970947244700717,0.18800869612755755,-8.405554074086416,-16.136362621832085,9.93586022269496,-12.762565376213894
centralized,96,2.4250000000000003,0.195,0.205,0.20545188619104457,0.2054180043950704,0.010418004395070402,0.21532242698485649,0.009904422589786077,1.421319170046459e-11,,,,,19.33874740034568,12.942408627862571,9,0,0,0,6,0.1,0.979458199560493,,27.01864636335588,1.245480300572565,8.865006188491819,12.863443771837172,-7.2821640946652195,16.790843528386496,-13.962695527217845,0.19036824882089182,-8.407845308340745,-16.145360427033875,9.939335569191124,-12.763046236659346
centralized,97,2.45,0.195,0.205,0.20541800439507035,0.20538666418117446,0.010386664181174454,0.2153095373567378,0.00992287317556334,1.4181401203068935e-11,,,,,19.341179471171223,12.94031441339025,9,0,0,0,6,0.1,0.9794613335818826,,27.024072629050107,1.24662381102742,8.869063216287232,12.862252654575535,-7.28524802126242,16.799253746475443,-13.954662933642009,0.1926254030696474,-8.410012022909443,-16.15400523582859,9.942637663551517,-12.76349475642028
centralized,98,2.475,0.195,0.205,0.2053866641811743,0.20535767481963962,0.010357674819639617,0.21529841353168627,0.009940738712046648,-1.0241364192177418e-16,,,,,19.34342315011682,12.938374093424923,9,0,0,0,6,0.1,0.979464232518036,,27.029278774715188,1.247681727535263,8.872971589017821,12.86110343050908,-7.288284226162163,16.807380406583068,-13.94684498611936,0.19478236146692263,-8.412063096250224,-16.162311822526807,9.945776040873941,-12.76391128507965
centralized,99,2.5,0.195,0.205,0.20535767481963965,0.2053308599000259,0.010330859900025885,0.2152889380424871,0.009958078142461219,1.3975803522179605e-11,,,,,19.345492980532068,12.93657616520713,9,0,0,0,6,0.1,0.9794669140099974,,27.03427547342703,1.2486581600978397,8.876738001270825,12.8599958024166,-7.291273429646088,16.815234074881445,-13.939237135394551,0.19684140782104892,-8.414006750285411,-16.170294296450184,9.948759618016108,-12.764296229524751
centralized,100,2.5250000000000004,0.195,0.205,0.2053308599000258,0.20530605625393605,0.010306056253936047,0.21528100120279245,0.009974944948856396,1.381726602672509e-11,,,,,19.34740238266728,12.934909997904336,9,0,0,0,6,0.1,0.9794693943746065,,27.039072815242967,1.2495570536143574,8.880368757146115,12.858929374651495,-7.29421628602426,16.82282485314519,-13.931834784427805,0.1988048922678919,-8.415850595714222,-16.177966134703478,9.951596739428602,-12.764650047757614
centralized,101,2.5500000000000003,0.195,0.205,0.205306056253936,0.2052831129621437,0.010283112962143681,0.2152745005439412,0.009991387581797517,1.3629035635516688e-11,,,,,19.349163745598783,12.933365765678527,9,0,0,0,6,0.1,0.9794716887037856,,27.043680340124705,1.2503821913440827,8.883869800725778,12.857903665592799,-7.297113395235937,16.83016240465325,-13.924633308854883,0.20067521762578122,-8.417601674828857,-16.185340213147512,9.954295219424196,-12.764973243073815
centralized,102,2.575,0.195,0.205,0.20528311296214372,0.20526189043414186,0.010261890434141857,0.21526934029383302,0.010007449859691153,4.2191094914540924e-17,,,,,19.350788501891238,12.931934385858733,9,0,0,0,6,0.1,0.9794738109565858,,27.048107069268408,1.2511371988823308,8.887246743529932,12.856918118940033,-7.29996531276391,16.83725597824298,-13.917628074780266,0.20245482690172834,-8.419266501884762,-16.19242883568827,9.956862381100319,-12.765266358699096
