method,seed,step,time_s,lambda_req,lambda_des,lambda2_pre,lambda2_post,connectivity_safety_margin,lambda3_post,fiedler_gap_post,lambda2_estimate_mean,lambda2_estimate_max,maximum_unsafe_overestimation,subspace_sine_error,aligned_basis_spectral_error,maximum_aligned_row_error,procrustes_factor_disagreement,maximum_prenormalized_row_norm,minimum_local_gram_eigenvalue,minimum_exact_cross_singular_value,maximum_laplacian_eigenvalue,consensus_contraction,exact_global_matrix_margin,estimated_tightened_global_margin,estimated_untightened_global_margin,minimum_local_matrix_margin,minimum_inner_local_matrix_margin,solver_feasible,offline_total_spectral_error_bound,offline_maximum_local_error_bound,beta_total,master_residual_eta_q,resource_zero_sum_error,control_correction,task_error,active_edge_count,edge_appearances,edge_disappearances,consensus_rounds,consensus_step,diffusion_step,warmup_steps,allocation_inner_iterations,p1_x_m,p1_y_m,p2_x_m,p2_y_m,p3_x_m,p3_y_m,p4_x_m,p4_y_m,p5_x_m,p5_y_m,p6_x_m,p6_y_m
estimated-subspace-empirical,14,10,0.275,0.195,0.205,0.5595599733032088,0.5338584878343406,0.33885848783434064,0.5349580751572675,0.0010995873229268094,0.5594900274735465,0.559649370578835,8.93972756261796e-05,0.0034087492124759144,0.0034093679339608374,0.002059455219067875,1.5461322107134395e-05,0.4212049296521714,0.5073090057061043,0.9999537262103473,1.1851036004434037,0.9440440026696791,0.0029426428315399698,0.002956445298232737,0.002956445298232737,-1.6772502646817548e-11,-1.7592434291311143e-11,True,0.2722205393095607,0.04619647183766969,0.0,429.1089119244986,1.3877787807814457e-17,11.099676324947714,15.326525127815936,15,0,0,80,0.1,0.5,80,10,13.73522196540677,0.27167259899590024,6.665362477711744,11.861353976627639,-6.715639905507016,12.301887848590319,-13.786353476338663,-0.12385498437199781,-7.023643738562825,-11.569422283914976,7.092485647905533,-11.898715490589094
estimated-subspace-empirical,14,11,0.30000000000000004,0.195,0.205,0.5338584878343408,0.5100348267286761,0.31503482672867605,0.5111548088037728,0.0011199820750967815,0.533763679979396,0.5339573964009515,9.890856661076697e-05,0.003538998195311655,0.003540159735968175,0.002094270862520205,1.8044912955862078e-05,0.42805659684410363,0.5231560211066342,0.9999397197509268,1.1673979242100319,0.9466141512165659,0.009913890087741566,0.009955582703254947,0.009955582703254947,-1.274365544090686e-12,-1.7248862258949854e-11,True,0.27149738801718853,0.04624529084102212,0.0,169.1164192181689,2.7755575615628914e-17,11.088482426803422,15.02676716512924,15,0,0,80,0.1,0.5,80,10,13.856807563482302,0.28000391814030834,6.717107230764615,11.959404467541132,-6.767843381360187,12.42165075297017,-13.908045511742683,-0.12616775058654178,-7.083625113466019,-11.663805000701624,7.1736318218510755,-12.012796296203337
estimated-subspace-empirical,14,12,0.325,0.195,0.205,0.510034826728676,0.4880452413808691,0.29304524138086907,0.48903459841198865,0.0009893570311195754,0.5099185935957399,0.5101912074990158,0.00015638077033985898,0.003697571563274945,0.003699585219260329,0.00217893321782826,2.0321596843573574e-05,0.43403076073898256,0.5371292174099551,0.9999223550938178,1.1513062610038167,0.9489965173271324,0.007745229889099434,0.007712041522900044,0.007712041522900044,-1.659169753043362e-11,-1.7493561705288415e-11,True,0.27342384314442,0.046471667429428744,0.0,369.34892615080287,1.5899003276961254e-17,11.022803364269988,14.736341212419244,15,0,0,80,0.1,0.5,80,10,13.973538343402208,0.28853496366684883,6.766406172715738,12.055309826957233,-6.8171226101895614,12.540259040187724,-14.025046898530736,-0.12536646167206617,-7.139483738466446,-11.756450787741295,7.252743205259409,-12.12366755118685
estimated-subspace-empirical,14,13,0.35000000000000003,0.195,0.205,0.4880452413808691,0.46742449536134467,0.27242449536134467,0.468666746145883,0.0012422507845383235,0.48790786841033196,0.48826387676990035,0.00021863538903127422,0.003960414237097022,0.003963832617375806,0.0023110144779311553,2.3296678926986257e-05,0.43927166339339546,0.5495468459984126,0.9999014592107079,1.1365474338896346,0.9511954758619131,0.0034700275052803866,0.0034720150910296206,0.0034720150910296206,-1.8864823420187726e-12,-1.648448612816426e-11,True,0.2829649118467584,0.048175579846417384,0.0,164.93849842376554,3.1031676915590914e-17,10.886684429106635,14.453423917894467,15,0,0,80,0.1,0.5,80,10,14.087573742013417,0.2966889534659122,6.81595306923232,12.145830302145288,-6.864511297927021,12.654286100766276,-14.14163563572482,-0.12612513663825725,-7.193955879294984,-11.846129491383532,7.330454122477103,-12.232407602250815
estimated-subspace-empirical,14,14,0.375,0.195,0.205,0.4674244953613448,0.4484389860635156,0.2534389860635156,0.4496442594627445,0.0012052733992288789,0.4672756793801611,0.46767496375293754,0.0002504683915927619,0.0043179983785758755,0.004323393664225786,0.0025075337081652,2.601332607653219e-05,0.44382084732201094,0.56038961940547,0.9998766778925731,1.1229276423320895,0.9532575504638655,0.0074127988182623,0.007489379639289177,0.007489379639289177,-1.5994212338263578e-11,-1.6507409324731705e-11,True,0.29823342990858326,0.05089132144794288,0.0,339.34561888235027,0.0,10.818796543720758,14.178727135120278,15,0,0,80,0.1,0.5,80,10,14.199309299674425,0.3001143632124895,6.861726836053629,12.235367684023117,-6.9153246163897375,12.763620924463215,-14.254893462407052,-0.12265154860573016,-7.245667340629331,-11.932328766480616,7.409113922539152,-12.337048645195358
estimated-subspace-empirical,14,15,0.4,0.195,0.205,0.44843898606351557,0.4307132506885394,0.23571325068853938,0.4321819216986179,0.001468671010078526,0.44825850588340826,0.4487221188106585,0.00028313274714292236,0.0046221121261581675,0.00463016827190186,0.002691980805564501,2.76073603115615e-05,0.4477354250528814,0.5698598669216997,0.9998477787510025,1.110290239591769,0.9551561013936485,0.0033621484250776473,0.003280096515592763,0.003280096515592763,-1.6425551082436544e-11,-1.6425551082436544e-11,True,0.3087628414727964,0.05274306995701513,0.0,219.06072083768035,1.4304896245381992e-17,10.673203715392354,13.911483870226164,15,0,0,80,0.1,0.5,80,10,14.30804881837913,0.3042832634965795,6.906097020383468,12.32468816511277,-6.965007028930963,12.86828299143787,-14.364829311684387,-0.1226069651137338,-7.2992897175756815,-12.016176867357586,7.480899270550341,-12.4388910256945
estimated-subspace-empirical,14,16,0.42500000000000004,0.195,0.205,0.43071325068853933,0.41430171362724105,0.21930171362724105,0.4159081048588045,0.00160639123156342,0.4305157015632608,0.43101468300152873,0.00030143231298940254,0.004847146288422518,0.004858037061557486,0.002805391338464041,2.703337807500029e-05,0.45099994541116656,0.5778143203045152,0.9998148288957294,1.0985706057173639,0.9569286749311461,0.004078594255469238,0.004007984901747856,0.004007984901747856,-1.522904495141031e-11,-1.5762930972608426e-11,True,0.31390830695163074,0.0538836550193457,0.0,281.1318260908595,1.5612511283791264e-17,10.555351721305863,13.650808370937979,15,0,0,80,0.1,0.5,80,10,14.416025542323084,0.3075858159225366,6.949000781121441,12.410758357192146,-7.013675586496922,12.97055128480252,-14.472638017745572,-0.11898035245283912,-7.3504952869046685,-12.097167661773307,7.553924222768266,-12.537000148828264
estimated-subspace-empirical,14,17,0.45,0.195,0.205,0.4143017136272411,0.39910209349470765,0.20410209349470765,0.40088371688189645,0.001781623387188791,0.414076853837052,0.414627439500371,0.00032572587312990064,0.005244689913841585,0.00525899203521114,0.0030201638077810523,2.7970322201640556e-05,0.45371182070971067,0.5844851734180638,0.9997777395287178,1.0876428226306882,0.9585698286372759,0.004463129746834063,0.004324729629389505,0.004324729629389505,-1.1036317888495755e-12,-1.6101995812306703e-11,True,0.3290828771577685,0.05653366909529914,0.0,170.15207485187275,3.4867510341210807e-17,10.447252565899944,13.39744275367537,15,0,0,80,0.1,0.5,80,10,14.521235811532764,0.3111865614144926,6.990158722504604,12.494350747485255,-7.059949261297944,13.06907923226419,-14.576602761336133,-0.11601507430595248,-7.4013239470817656,-12.17766578172238,7.624482843114302,-12.632646428520497
estimated-subspace-empirical,14,18,0.47500000000000003,0.195,0.205,0.39910209349470754,0.3850480723588072,0.19004807235880722,0.3870387660612377,0.0019906937024304905,0.39885432168793883,0.39943918919327714,0.00033709569856960053,0.005750991610913353,0.005768752305264454,0.003280233262444476,2.9578744099428308e-05,0.45589757723417956,0.5898757941435048,0.9997362891477837,1.0774655844378525,0.9600897906505292,0.005540900896931175,0.0053262292193953925,0.0053262292193953925,-8.424812541200633e-13,-1.6093697628335613e-11,True,0.3497864315695347,0.06019451006791089,0.0,175.8064418477833,3.4867510341210807e-17,10.363740951864292,13.151721021925484,15,0,0,80,0.1,0.5,80,10,14.623979694825046,0.3148510854505309,7.030342474430311,12.575699255250012,-7.104239525494354,13.163991885146496,-14.677139356452864,-0.11420128262710703,-7.451017371004673,-12.255823021463344,7.691981646604635,-12.725674237826185
estimated-subspace-empirical,14,19,0.5,0.195,0.205,0.3850480723588072,0.3719122871832621,0.17691228718326207,0.3741247549558115,0.002212467772549409,0.38477907680167794,0.38538679704070383,0.0003387246818966072,0.006275699065615367,0.006296615490559579,0.003543726525639612,2.942278950779643e-05,0.45761335389455354,0.5940916480166631,0.999690841815669,1.0679562230883155,0.9614951927641193,0.001171531782830387,0.0009607083280370672,0.0009607083280370672,-1.5257889880482322e-11,-1.567602635502028e-11,True,0.37151972384506954,0.06386666364344253,0.0,166.1724412336449,7.152448122690996e-18,10.185405020779577,12.910921208463856,14,0,1,80,0.1,0.5,80,10,14.724507351011601,0.3185527568770431,7.0723421008995935,12.655188561926954,-7.145881553859369,13.254817722529891,-14.778537780568442,-0.10891498059819127,-7.499357588209678,-12.335511018440128,7.758596121830866,-12.812553068723124
estimated-subspace-empirical,14,20,0.525,0.195,0.205,0.37191228718326214,0.3597399134041176,0.1647399134041176,0.36208372267104677,0.0023438092669291755,0.3716206488189322,0.37225459373919817,0.0003423065559360339,0.0069079915252493,0.006935581660511192,0.00391131612296465,3.010908372214466e-05,0.45890602523756785,0.5972886128707908,0.9996418170731092,1.0589346993241489,0.9628087712816737,0.0012674551637413952,0.00096986918817951,0.00096986918817951,-1.336070055053485e-11,-1.5624054608015087e-11,True,0.3978993759884623,0.06850458315850667,0.0,166.83751036086153,1.97026712507607e-17,10.061445842187192,12.676173922897767,14,0,0,80,0.1,0.5,80,10,14.823163769037427,0.3212070660341314,7.113113440264377,12.7336878413763,-7.186964548035405,13.342807923486557,-14.876604332454196,-0.10435010580543849,-7.546565869603994,-12.413733538144582,7.822450700066364,-12.897136513472656
estimated-subspace-empirical,14,21,0.55,0.195,0.205,0.35973991340411754,0.34855485064095276,0.15355485064095276,0.3508160411929845,0.002261190552031722,0.3594253244322633,0.36007740494893253,0.000337491544814994,0.007498291106343324,0.007532366201883053,0.00423060611215285,2.7470613252152665e-05,0.45980916670886646,0.599401926161581,0.9995892220203647,1.0503671707663833,0.9640260086595882,0.003999871172588299,0.0035936428336304743,0.0035936428336304743,-9.069497257945783e-13,-1.4471540658394937e-11,True,0.42031150966507314,0.0722920822394619,0.0,214.36291681736859,1.9645312551903404e-17,9.983082920195292,12.448133491021443,14,0,0,80,0.1,0.5,80,10,14.918885122007765,0.32016467111557606,7.152066287065659,12.811915446456315,-7.226789951469143,13.427936921854373,-14.9715580278183,-0.10000705508204204,-7.590224206548328,-12.490629981958593,7.88311289103229,-12.980814707009731
estimated-subspace-empirical,14,22,0.5750000000000001,0.195,0.205,0.3485548506409528,0.3381716790319066,0.14317167903190658,0.3403803908427337,0.002208711810827102,0.348217464998726,0.3488925853995343,0.00033773475858150936,0.008043296419536376,0.008083147345850831,0.0045052744780901795,2.0191887824373752e-05,0.4603496687070768,0.6006278056224501,0.9995338495785973,1.0422104773352832,0.9651445149359047,0.0032463148690562893,0.0027637147405455754,0.0027637147405455754,-1.3555132275506852e-11,-1.4400679196484232e-11,True,0.4391313362937682,0.07520549975990998,0.0,359.6986230534975,1.3985787785349405e-17,9.885008454405886,12.226233954536497,13,0,1,80,0.1,0.5,80,10,15.0104631056334,0.32023566421375105,7.1914756396195845,12.890145720073658,-7.263009753922077,13.506653491825455,-15.061822164620791,-0.09460833537511028,-7.633220565473055,-12.57001903866124,7.945865262410916,-13.061687636166642
estimated-subspace-empirical,14,23,0.6000000000000001,0.195,0.205,0.3381716790319065,0.32849387095019617,0.13349387095019616,0.33073947828780625,0.0022456073376100893,0.33781400361769576,0.3385125914131609,0.00034091238125444345,0.008857242394608791,0.008899922902476948,0.004956914497214808,1.954443736111994e-05,0.4605947034836519,0.6010960388885094,0.9994760289914035,1.034461087009774,0.9661828320968093,0.0025533797001329977,0.0020571193018751005,0.0020571193018751005,-1.450150906988569e-11,-1.4927232011923048e-11,True,0.4714031084694766,0.08088387583442004,0.0,291.29509680644554,5.004459255591889e-17,9.780744162560167,12.010236066040024,13,0,0,80,0.1,0.5,80,10,15.100277900454989,0.32075929013188365,7.2317630043933905,12.964997292270779,-7.301436013635437,13.582191388760856,-15.151076066028018,-0.08908734148301486,-7.677821464419283,-12.64580153456433,8.006676172215245,-13.137722589111764
estimated-subspace-empirical,14,24,0.625,0.195,0.205,0.3284938709501963,0.31955719471043814,0.12455719471043813,0.3217689924884858,0.0022117977780476417,0.3281135386286313,0.3287981910898942,0.00030432013969794447,0.00957180093331908,0.009619465901821915,0.005371991761908631,1.4837564576789045e-05,0.4605671745675284,0.6009047389855078,0.9994159907411221,1.0270429104991194,0.9671506129049804,0.0040123353173286205,0.0034333522121855675,0.0034333522121855675,-1.4118729843216092e-11,-1.5134896519069052e-11,True,0.49709283094905055,0.08556459554906794,0.0,300.91046457518513,2.778605206969998e-17,9.702153495568457,11.800285863704694,13,0,0,80,0.1,0.5,80,10,15.188886179354022,0.3193142548334748,7.269764459239128,13.03704282601884,-7.338366286732939,13.655014698218455,-15.237763638653513,-0.08283746060943156,-7.721059456647735,-12.721498056756834,8.064202152748773,-13.212054426691127
estimated-subspace-empirical,14,25,0.65,0.195,0.205,0.31955719471043803,0.31123452886191405,0.11623452886191404,0.3136156570497533,0.0023811281878392543,0.3191554817635274,0.3198193957197792,0.0002622010093411564,0.010288138594162466,0.010340837534271455,0.005739917970512407,9.956201868599176e-06,0.46028180655694045,0.6001382367851192,0.9993548490840015,1.0199370796033356,0.9680442805289562,0.0026759252829678263,0.001963713638775823,0.001963713638775823,-2.6285301174179248e-12,-1.5039753439288394e-11,True,0.5209286809103242,0.08962660000497023,0.0,212.43731578877046,1.9645312551903404e-17,9.630628000541641,11.597102870419123,13,0,0,80,0.1,0.5,80,10,15.274394760969193,0.3223855213992391,7.3066268323640315,13.109048097436787,-7.373789164377287,13.726825613078965,-15.318989497103964,-0.07870777973066034,-7.765884585213937,-12.793086440583176,8.117258067332628,-13.283890647730864
estimated-subspace-empirical,14,26,0.675,0.195,0.205,0.31123452886191405,0.30349960562079253,0.10849960562079253,0.30577887894369843,0.002279273322905895,0.31081551005945435,0.31147197079348166,0.00023744193156760574,0.011017273399167717,0.011070933958862328,0.0060970852173721085,1.4084598639812627e-05,0.45980965352892084,0.5988929834769431,0.9992930571327866,1.0131833765179703,0.9688765471138086,0.0015010460523187175,0.0007572729019013886,0.0007572729019013886,-1.2965779844114406e-11,-1.5240316191316347e-11,True,0.5477575333675432,0.09399447528050005,0.0,238.6267027346559,2.7797049244164496e-17,9.446120240968762,11.395855436417381,12,0,1,80,0.1,0.5,80,10,15.356448386750312,0.32275983674607583,7.342686155591069,13.181006701877019,-7.406994707282348,13.796818912387112,-15.402094845726435,-0.06738373993592482,-7.806663921824129,-12.867924336077223,8.173620359840053,-13.35486378087488
estimated-subspace-empirical,14,27,0.7000000000000001,0.195,0.205,0.30349960562079265,0.2963945201390137,0.10139452013901368,0.29871107313816264,0.0023165529991489575,0.3030637397145199,0.3036957698610195,0.0001961642402268371,0.01193256641014832,0.011989991323771685,0.006601368081154208,1.2643411378731755e-05,0.45914200725475807,0.5972276584951016,0.9992312274136083,1.0065579420412023,0.9696500394379207,0.0039962353098557425,0.0032426672228928195,0.0032426672228928195,-8.126455108421882e-18,-1.3806704632921025e-11,True,0.5784067275711385,0.0994989664060463,0.0,369.92985609309864,4.336808689942018e-19,9.469610868797464,11.20297615656288,12,0,0,80,0.1,0.5,80,10,15.43622050835127,0.32474140334459695,7.379894655984336,13.248981023400654,-7.4366013273235945,13.863983145876633,-15.477694217626787,-0.05846545026713765,-7.845382063567013,-12.94278764889447,8.230122925735131,-13.421685377589798
estimated-subspace-empirical,14,28,0.7250000000000001,0.195,0.205,0.2963945201390138,0.2897684195878342,0.09476841958783422,0.2921927105341998,0.0024242909463655926,0.29594402904713185,0.29655086547950205,0.00015634534048825088,0.012875954313837597,0.012938954625581396,0.007119557321311101,9.917700387944486e-06,0.45832974977871405,0.5952482904535527,0.9991678048381745,1.0003038283761876,0.9703605479860986,0.002323926125759302,0.0014413816767854294,0.0014413816767854294,-1.2836490837430738e-11,-1.41385361609261e-11,True,0.6117806248492543,0.1057971930117998,0.0,277.7507375703584,2.5019477446579186e-17,9.352475911601228,11.014763043753499,12,0,0,80,0.1,0.5,80,10,15.514363184556693,0.32718323988952497,7.414874441636075,13.318043795623886,-7.467745763250604,13.926991068057099,-15.555371698059684,-0.04729174727762204,-7.886990258892256,-13.015182693703421,8.278193992682821,-13.483836525637145
estimated-subspace-empirical,14,29,0.75,0.195,0.205,0.28976841958783417,0.2836914996880792,0.08869149968807921,0.28605868483862995,0.0023671851505507324,0.2893012662454661,0.28987706107968164,0.00010864149184747207,0.013637972214083043,0.013704571794702466,0.007515483080317342,1.5208147613952875e-05,0.45738859055680564,0.5930090039642553,0.9991057218863264,0.9942556753624867,0.9710231580412165,0.00497164590136694,0.004011832317466774,0.004011832317466774,-3.1608681255825587e-12,-1.4128695330448485e-11,True,0.6356692302094117,0.10943814797295608,0.0,271.9037455117339,2.861718721906245e-17,9.276392588484107,10.83112717484323,12,0,0,80,0.1,0.5,80,10,15.592015563612106,0.3275408986354575,7.446665284500075,13.384293857180113,-7.50128645170359,13.989531266522325,-15.627419571013311,-0.03634827510933259,-7.927045885119216,-13.084350402800213,8.329965219272701,-13.547641239747529
