method,samples,minimum_lambda2,minimum_connectivity_safety_margin,negative_connectivity_safety_samples,minimum_exact_global_matrix_margin,negative_exact_margin_samples,minimum_local_matrix_margin,infeasible_local_solve_samples,mean_subspace_sine_error,maximum_subspace_sine_error,maximum_unsafe_overestimation,maximum_aligned_row_error,maximum_procrustes_factor_disagreement,maximum_prenormalized_row_norm,minimum_local_gram_eigenvalue,minimum_exact_cross_singular_value,maximum_laplacian_eigenvalue,maximum_consensus_contraction,maximum_offline_total_spectral_error_bound,minimum_fiedler_gap,minimum_active_edges,maximum_active_edges,total_edge_appearances,total_edge_disappearances,final_active_edges,consensus_rounds,warmup_steps,diffusion_step,allocation_inner_iterations,beta_total
estimated-subspace-empirical,240,0.20516217908365883,0.010162179083658823,0,-0.0006426593203857703,37,-1.9113815551440305e-11,0,0.053343838267731404,0.0732567528184989,0.0012211545301789861,0.04190556848110559,8.77725903157482e-05,0.4605947034836519,0.2686442520011903,0.9968864599902315,1.4997275216062778,0.9794835746465875,2.343007130096959,0.000959986961941689,6,15,1,10,6,80,80,0.5,10,0.0
